 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in Aluminum.txt

 Ion = Molybdenum [42] , Mass = 93.905 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 120.00 keV   2.633E+02  1.828E+03     598 A       158 A       126 A   
 130.00 keV   2.741E+02  1.824E+03     640 A       168 A       134 A   
 140.00 keV   2.844E+02  1.817E+03     682 A       178 A       142 A   
 150.00 keV   2.944E+02  1.810E+03     724 A       187 A       149 A   
 160.00 keV   3.041E+02  1.801E+03     766 A       196 A       156 A   
 170.00 keV   3.134E+02  1.792E+03     808 A       206 A       164 A   
 180.00 keV   3.225E+02  1.782E+03     850 A       215 A       171 A   
 200.00 keV   3.773E+02  1.762E+03     934 A       233 A       186 A   
 225.00 keV   4.472E+02  1.734E+03    1038 A       255 A       204 A   
 250.00 keV   4.918E+02  1.706E+03    1140 A       276 A       221 A   
 275.00 keV   5.215E+02  1.678E+03    1242 A       297 A       238 A   
 300.00 keV   5.429E+02  1.650E+03    1345 A       317 A       255 A   
 325.00 keV   5.599E+02  1.623E+03    1448 A       337 A       272 A   
 350.00 keV   5.747E+02  1.596E+03    1552 A       357 A       289 A   
 375.00 keV   5.888E+02  1.570E+03    1657 A       377 A       305 A   
 400.00 keV   6.027E+02  1.545E+03    1763 A       396 A       322 A   
 450.00 keV   6.316E+02  1.496E+03    1976 A       436 A       354 A   
 500.00 keV   6.623E+02  1.450E+03    2192 A       475 A       387 A   
 550.00 keV   6.942E+02  1.408E+03    2410 A       513 A       419 A   
 600.00 keV   7.268E+02  1.368E+03    2630 A       550 A       452 A   
 650.00 keV   7.595E+02  1.330E+03    2851 A       586 A       484 A   
 700.00 keV   7.918E+02  1.295E+03    3072 A       622 A       516 A   
 800.00 keV   8.540E+02  1.230E+03    3517 A       693 A       580 A   
 900.00 keV   9.124E+02  1.173E+03    3964 A       760 A       642 A   
   1.00 MeV   9.667E+02  1.121E+03    4412 A       825 A       704 A   
   1.10 MeV   1.017E+03  1.075E+03    4860 A       887 A       765 A   
   1.20 MeV   1.065E+03  1.033E+03    5308 A       947 A       825 A   
   1.30 MeV   1.109E+03  9.942E+02    5756 A      1005 A       885 A   
   1.40 MeV   1.151E+03  9.590E+02    6204 A      1060 A       943 A   
   1.50 MeV   1.192E+03  9.267E+02    6651 A      1114 A      1000 A   
