 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in  H- C.txt

 Ion = Strontium [38] , Mass = 93.915 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.353E+00  1.613E+01       8 A         2 A         1 A   
6.49999 eV    1.409E+00  1.700E+01       8 A         2 A         1 A   
6.99999 eV    1.462E+00  1.785E+01       8 A         2 A         1 A   
7.99999 eV    1.563E+00  1.947E+01       9 A         2 A         1 A   
8.99999 eV    1.658E+00  2.102E+01       9 A         2 A         1 A   
9.99999 eV    1.747E+00  2.251E+01       9 A         2 A         1 A   
10.9999 eV    1.833E+00  2.394E+01      10 A         2 A         2 A   
11.9999 eV    1.914E+00  2.531E+01      10 A         2 A         2 A   
12.9999 eV    1.992E+00  2.664E+01      10 A         2 A         2 A   
13.9999 eV    2.067E+00  2.793E+01      11 A         2 A         2 A   
14.9999 eV    2.140E+00  2.919E+01      11 A         2 A         2 A   
15.9999 eV    2.210E+00  3.041E+01      11 A         3 A         2 A   
16.9999 eV    2.278E+00  3.160E+01      12 A         3 A         2 A   
17.9999 eV    2.344E+00  3.275E+01      12 A         3 A         2 A   
19.9999 eV    2.471E+00  3.500E+01      12 A         3 A         2 A   
22.4999 eV    2.621E+00  3.767E+01      13 A         3 A         2 A   
24.9999 eV    2.763E+00  4.022E+01      13 A         3 A         2 A   
27.4999 eV    2.898E+00  4.266E+01      14 A         3 A         2 A   
29.9999 eV    3.026E+00  4.501E+01      14 A         3 A         2 A   
32.4999 eV    3.150E+00  4.727E+01      15 A         3 A         2 A   
34.9999 eV    3.269E+00  4.945E+01      15 A         4 A         3 A   
37.4999 eV    3.384E+00  5.157E+01      16 A         4 A         3 A   
39.9999 eV    3.495E+00  5.363E+01      16 A         4 A         3 A   
44.9999 eV    3.707E+00  5.757E+01      17 A         4 A         3 A   
49.9999 eV    3.907E+00  6.132E+01      18 A         4 A         3 A   
54.9999 eV    4.098E+00  6.490E+01      18 A         4 A         3 A   
59.9999 eV    4.280E+00  6.833E+01      19 A         4 A         3 A   
64.9999 eV    4.455E+00  7.163E+01      20 A         5 A         3 A   
69.9999 eV    4.623E+00  7.481E+01      20 A         5 A         3 A   
79.9999 eV    4.942E+00  8.085E+01      21 A         5 A         4 A   
89.9999 eV    5.242E+00  8.654E+01      22 A         5 A         4 A   
99.9999 eV    5.525E+00  9.192E+01      23 A         5 A         4 A   
    110 eV    5.795E+00  9.704E+01      24 A         6 A         4 A   
    120 eV    6.053E+00  1.019E+02      25 A         6 A         4 A   
    130 eV    6.300E+00  1.066E+02      26 A         6 A         4 A   
139.999 eV    6.538E+00  1.111E+02      26 A         6 A         4 A   
149.999 eV    6.767E+00  1.155E+02      27 A         6 A         5 A   
159.999 eV    6.989E+00  1.196E+02      28 A         7 A         5 A   
169.999 eV    7.204E+00  1.237E+02      29 A         7 A         5 A   
179.999 eV    7.413E+00  1.276E+02      29 A         7 A         5 A   
199.999 eV    7.814E+00  1.351E+02      31 A         7 A         5 A   
224.999 eV    8.288E+00  1.440E+02      32 A         8 A         5 A   
249.999 eV    8.737E+00  1.523E+02      34 A         8 A         6 A   
274.999 eV    9.163E+00  1.601E+02      35 A         8 A         6 A   
299.999 eV    9.570E+00  1.675E+02      36 A         9 A         6 A   
324.999 eV    9.961E+00  1.746E+02      38 A         9 A         6 A   
349.999 eV    1.034E+01  1.814E+02      39 A         9 A         6 A   
374.999 eV    1.070E+01  1.879E+02      40 A         9 A         7 A   
399.999 eV    1.105E+01  1.942E+02      41 A        10 A         7 A   
449.999 eV    1.172E+01  2.060E+02      43 A        10 A         7 A   
499.999 eV    1.236E+01  2.170E+02      45 A        11 A         7 A   
549.999 eV    1.296E+01  2.274E+02      47 A        11 A         8 A   
599.999 eV    1.353E+01  2.371E+02      49 A        11 A         8 A   
649.999 eV    1.409E+01  2.464E+02      51 A        12 A         8 A   
699.999 eV    1.462E+01  2.552E+02      52 A        12 A         9 A   
799.999 eV    1.563E+01  2.716E+02      56 A        13 A         9 A   
899.999 eV    1.658E+01  2.867E+02      59 A        13 A        10 A   
999.999 eV    1.747E+01  3.007E+02      62 A        14 A        10 A   
   1.10 keV   1.833E+01  3.137E+02      65 A        15 A        10 A   
   1.20 keV   1.914E+01  3.259E+02      67 A        15 A        11 A   
   1.30 keV   1.992E+01  3.374E+02      70 A        16 A        11 A   
   1.40 keV   2.067E+01  3.483E+02      72 A        16 A        12 A   
   1.50 keV   2.140E+01  3.586E+02      75 A        17 A        12 A   
   1.60 keV   2.210E+01  3.684E+02      77 A        17 A        12 A   
   1.70 keV   2.278E+01  3.777E+02      80 A        18 A        13 A   
   1.80 keV   2.344E+01  3.866E+02      82 A        18 A        13 A   
   2.00 keV   2.471E+01  4.033E+02      86 A        19 A        14 A   
   2.25 keV   2.621E+01  4.224E+02      91 A        20 A        14 A   
   2.50 keV   2.763E+01  4.399E+02      96 A        21 A        15 A   
   2.75 keV   2.898E+01  4.559E+02     101 A        22 A        16 A   
   3.00 keV   3.026E+01  4.708E+02     106 A        23 A        17 A   
   3.25 keV   3.150E+01  4.846E+02     110 A        23 A        17 A   
   3.50 keV   3.269E+01  4.976E+02     115 A        24 A        18 A   
   3.75 keV   3.384E+01  5.097E+02     119 A        25 A        19 A   
   4.00 keV   3.495E+01  5.211E+02     123 A        26 A        19 A   
   4.50 keV   3.707E+01  5.421E+02     132 A        27 A        20 A   
   5.00 keV   3.907E+01  5.610E+02     139 A        28 A        22 A   
   5.50 keV   4.098E+01  5.781E+02     147 A        30 A        23 A   
   6.00 keV   4.280E+01  5.938E+02     154 A        31 A        24 A   
   6.50 keV   4.455E+01  6.082E+02     162 A        32 A        25 A   
   7.00 keV   4.623E+01  6.216E+02     169 A        33 A        26 A   
   8.00 keV   4.942E+01  6.455E+02     182 A        35 A        28 A   
   9.00 keV   5.242E+01  6.664E+02     195 A        38 A        29 A   
  10.00 keV   5.526E+01  6.848E+02     208 A        40 A        31 A   
  11.00 keV   5.795E+01  7.012E+02     221 A        42 A        33 A   
  12.00 keV   6.053E+01  7.160E+02     233 A        43 A        35 A   
  13.00 keV   6.300E+01  7.293E+02     245 A        45 A        36 A   
  14.00 keV   6.538E+01  7.414E+02     256 A        47 A        38 A   
  15.00 keV   6.767E+01  7.525E+02     268 A        49 A        39 A   
  16.00 keV   6.989E+01  7.626E+02     279 A        51 A        41 A   
  17.00 keV   7.204E+01  7.719E+02     291 A        52 A        42 A   
  18.00 keV   7.413E+01  7.805E+02     302 A        54 A        44 A   
  20.00 keV   7.814E+01  7.958E+02     323 A        57 A        47 A   
  22.50 keV   8.288E+01  8.120E+02     350 A        61 A        50 A   
  25.00 keV   8.737E+01  8.256E+02     376 A        65 A        54 A   
  27.50 keV   9.163E+01  8.371E+02     402 A        68 A        57 A   
  30.00 keV   9.571E+01  8.469E+02     427 A        72 A        60 A   
  32.50 keV   9.961E+01  8.553E+02     452 A        75 A        63 A   
  35.00 keV   1.034E+02  8.625E+02     476 A        79 A        67 A   
  37.50 keV   1.070E+02  8.686E+02     501 A        82 A        70 A   
  40.00 keV   1.105E+02  8.739E+02     525 A        85 A        73 A   
  45.00 keV   1.172E+02  8.822E+02     572 A        92 A        79 A   
  50.00 keV   1.236E+02  8.883E+02     620 A        98 A        84 A   
  55.00 keV   1.296E+02  8.925E+02     666 A       105 A        90 A   
  60.00 keV   1.353E+02  8.952E+02     713 A       111 A        95 A   
  65.00 keV   1.409E+02  8.968E+02     759 A       117 A       101 A   
  70.00 keV   1.462E+02  8.975E+02     804 A       123 A       106 A   
  80.00 keV   1.563E+02  8.966E+02     895 A       135 A       117 A   
  90.00 keV   1.658E+02  8.935E+02     985 A       146 A       127 A   
 100.00 keV   1.747E+02  8.890E+02    1075 A       158 A       137 A   
 110.00 keV   1.833E+02  8.834E+02    1165 A       169 A       148 A   
 120.00 keV   1.914E+02  8.770E+02    1255 A       180 A       157 A   
 130.00 keV   1.992E+02  8.701E+02    1344 A       190 A       167 A   
 140.00 keV   2.067E+02  8.628E+02    1434 A       201 A       177 A   
 150.00 keV   2.140E+02  8.552E+02    1524 A       212 A       187 A   
 160.00 keV   2.210E+02  8.475E+02    1614 A       222 A       196 A   
 170.00 keV   2.278E+02  8.397E+02    1704 A       232 A       206 A   
 180.00 keV   2.344E+02  8.318E+02    1794 A       243 A       215 A   
 200.00 keV   2.617E+02  8.162E+02    1973 A       263 A       234 A   
 225.00 keV   2.899E+02  7.969E+02    2196 A       288 A       257 A   
 250.00 keV   3.055E+02  7.782E+02    2418 A       312 A       279 A   
 275.00 keV   3.154E+02  7.602E+02    2642 A       336 A       302 A   
 300.00 keV   3.229E+02  7.429E+02    2867 A       359 A       324 A   
 325.00 keV   3.297E+02  7.264E+02    3095 A       383 A       346 A   
 350.00 keV   3.368E+02  7.106E+02    3325 A       406 A       368 A   
 375.00 keV   3.444E+02  6.956E+02    3558 A       428 A       390 A   
 400.00 keV   3.528E+02  6.812E+02    3791 A       451 A       412 A   
 450.00 keV   3.716E+02  6.544E+02    4263 A       497 A       455 A   
 500.00 keV   3.927E+02  6.298E+02    4737 A       541 A       499 A   
 550.00 keV   4.153E+02  6.073E+02    5213 A       584 A       541 A   
 600.00 keV   4.387E+02  5.866E+02    5688 A       626 A       584 A   
 650.00 keV   4.622E+02  5.674E+02    6162 A       666 A       625 A   
 700.00 keV   4.854E+02  5.497E+02    6635 A       704 A       666 A   
 800.00 keV   5.297E+02  5.179E+02    7572 A       782 A       746 A   
 900.00 keV   5.703E+02  4.902E+02    8500 A       854 A       823 A   
   1.00 MeV   6.067E+02  4.657E+02    9418 A       922 A       897 A   
   1.10 MeV   6.391E+02  4.440E+02    1.03 um      985 A       968 A   
   1.20 MeV   6.680E+02  4.245E+02    1.12 um     1045 A      1038 A   
   1.30 MeV   6.940E+02  4.070E+02    1.21 um     1101 A      1105 A   
   1.40 MeV   7.176E+02  3.910E+02    1.30 um     1155 A      1170 A   
   1.50 MeV   7.394E+02  3.765E+02    1.39 um     1206 A      1234 A   
   1.60 MeV   7.598E+02  3.631E+02    1.48 um     1256 A      1296 A   
   1.70 MeV   7.791E+02  3.509E+02    1.56 um     1303 A      1356 A   
   1.80 MeV   7.976E+02  3.395E+02    1.65 um     1349 A      1415 A   
   2.00 MeV   8.331E+02  3.192E+02    1.82 um     1445 A      1528 A   
   2.25 MeV   8.757E+02  2.975E+02    2.04 um     1560 A      1662 A   
   2.50 MeV   9.175E+02  2.789E+02    2.24 um     1665 A      1789 A   
   2.75 MeV   9.593E+02  2.628E+02    2.45 um     1761 A      1909 A   
   3.00 MeV   1.002E+03  2.487E+02    2.65 um     1849 A      2023 A   
   3.25 MeV   1.044E+03  2.363E+02    2.84 um     1930 A      2130 A   
   3.50 MeV   1.088E+03  2.252E+02    3.04 um     2005 A      2231 A   
   3.75 MeV   1.132E+03  2.152E+02    3.22 um     2074 A      2327 A   
   4.00 MeV   1.178E+03  2.062E+02    3.40 um     2138 A      2418 A   
   4.50 MeV   1.271E+03  1.905E+02    3.75 um     2278 A      2585 A   
   5.00 MeV   1.366E+03  1.773E+02    4.08 um     2398 A      2734 A   
   5.50 MeV   1.465E+03  1.660E+02    4.39 um     2502 A      2868 A   
   6.00 MeV   1.564E+03  1.562E+02    4.69 um     2591 A      2989 A   
   6.50 MeV   1.666E+03  1.476E+02    4.97 um     2670 A      3098 A   
   7.00 MeV   1.768E+03  1.401E+02    5.24 um     2738 A      3197 A   
   8.00 MeV   1.973E+03  1.273E+02    5.74 um     2896 A      3368 A   
   9.00 MeV   2.177E+03  1.168E+02    6.19 um     3022 A      3512 A   
  10.00 MeV   2.377E+03  1.081E+02    6.61 um     3124 A      3633 A   
  11.00 MeV   2.573E+03  1.008E+02    6.99 um     3208 A      3737 A   
  12.00 MeV   2.761E+03  9.444E+01    7.35 um     3280 A      3828 A   
  13.00 MeV   2.942E+03  8.893E+01    7.69 um     3341 A      3907 A   
  14.00 MeV   3.116E+03  8.408E+01    8.01 um     3395 A      3977 A   
  15.00 MeV   3.281E+03  7.979E+01    8.32 um     3442 A      4040 A   
  16.00 MeV   3.437E+03  7.596E+01    8.61 um     3485 A      4097 A   
  17.00 MeV   3.586E+03  7.251E+01    8.88 um     3523 A      4148 A   
  18.00 MeV   3.726E+03  6.939E+01    9.15 um     3558 A      4195 A   
  20.00 MeV   3.985E+03  6.396E+01    9.66 um     3654 A      4278 A   
  22.50 MeV   4.272E+03  5.835E+01   10.26 um     3775 A      4366 A   
  25.00 MeV   4.524E+03  5.372E+01   10.82 um     3878 A      4440 A   
  27.50 MeV   4.747E+03  4.983E+01   11.35 um     3967 A      4505 A   
  30.00 MeV   4.947E+03  4.651E+01   11.86 um     4047 A      4562 A   
  32.50 MeV   5.127E+03  4.364E+01   12.35 um     4119 A      4613 A   
  35.00 MeV   5.291E+03  4.113E+01   12.83 um     4185 A      4659 A   
  37.50 MeV   5.441E+03  3.892E+01   13.29 um     4246 A      4701 A   
  40.00 MeV   5.578E+03  3.695E+01   13.74 um     4302 A      4740 A   
  45.00 MeV   5.821E+03  3.359E+01   14.61 um     4491 A      4809 A   
  50.00 MeV   6.029E+03  3.084E+01   15.45 um     4658 A      4869 A   
  55.00 MeV   6.207E+03  2.853E+01   16.26 um     4808 A      4922 A   
  60.00 MeV   6.360E+03  2.657E+01   17.05 um     4947 A      4971 A   
  65.00 MeV   6.490E+03  2.488E+01   17.83 um     5075 A      5015 A   
  70.00 MeV   6.602E+03  2.340E+01   18.59 um     5196 A      5056 A   
  80.00 MeV   6.778E+03  2.096E+01   20.08 um     5619 A      5130 A   
  90.00 MeV   6.903E+03  1.900E+01   21.53 um     5996 A      5195 A   
 100.00 MeV   6.990E+03  1.741E+01   22.97 um     6339 A      5255 A   
 110.00 MeV   7.047E+03  1.607E+01   24.39 um     6658 A      5310 A   
 120.00 MeV   7.081E+03  1.494E+01   25.80 um     6958 A      5361 A   
 130.00 MeV   7.096E+03  1.397E+01   27.21 um     7244 A      5410 A   
 140.00 MeV   7.097E+03  1.312E+01   28.62 um     7518 A      5456 A   
 150.00 MeV   7.086E+03  1.238E+01   30.02 um     7783 A      5501 A   
 160.00 MeV   7.066E+03  1.172E+01   31.43 um     8039 A      5544 A   
 170.00 MeV   7.039E+03  1.113E+01   32.85 um     8290 A      5586 A   
 180.00 MeV   7.007E+03  1.060E+01   34.27 um     8535 A      5626 A   
 200.00 MeV   7.027E+03  9.694E+00   37.12 um     9444 A      5704 A   
 225.00 MeV   7.024E+03  8.766E+00   40.67 um     1.07 um     5797 A   
 250.00 MeV   6.901E+03  8.010E+00   44.26 um     1.19 um     5887 A   
 275.00 MeV   6.779E+03  7.381E+00   47.91 um     1.29 um     5975 A   
 300.00 MeV   6.660E+03  6.848E+00   51.63 um     1.40 um     6062 A   
 325.00 MeV   6.544E+03  6.392E+00   55.41 um     1.50 um     6148 A   
 350.00 MeV   6.431E+03  5.996E+00   59.26 um     1.59 um     6234 A   
 375.00 MeV   6.322E+03  5.648E+00   63.18 um     1.69 um     6320 A   
 400.00 MeV   6.217E+03  5.341E+00   67.16 um     1.78 um     6406 A   
 450.00 MeV   6.015E+03  4.822E+00   75.33 um     2.12 um     6581 A   
 500.00 MeV   5.826E+03  4.400E+00   83.77 um     2.44 um     6759 A   
 550.00 MeV   5.648E+03  4.050E+00   92.48 um     2.73 um     6941 A   
 600.00 MeV   5.480E+03  3.753E+00  101.47 um     3.01 um     7127 A   
 650.00 MeV   5.320E+03  3.500E+00  110.72 um     3.29 um     7319 A   
 700.00 MeV   5.169E+03  3.280E+00  120.25 um     3.55 um     7516 A   
 800.00 MeV   4.889E+03  2.917E+00  140.14 um     4.53 um     7927 A   
 900.00 MeV   4.636E+03  2.630E+00  161.14 um     5.42 um     8363 A   
   1.00 GeV   4.405E+03  2.397E+00  183.26 um     6.26 um     8824 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.7440E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
