 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 21, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Krypton in Polyethylene.txt

 Ion = Krypton [36] , Mass = 83.912 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    2.172E+00  1.699E+01       7 A         2 A         1 A   
6.49999 eV    2.261E+00  1.791E+01       7 A         2 A         1 A   
6.99999 eV    2.347E+00  1.879E+01       7 A         2 A         1 A   
7.99999 eV    2.509E+00  2.050E+01       8 A         2 A         1 A   
8.99999 eV    2.661E+00  2.212E+01       8 A         2 A         1 A   
9.99999 eV    2.805E+00  2.367E+01       8 A         2 A         1 A   
10.9999 eV    2.941E+00  2.516E+01       9 A         2 A         1 A   
11.9999 eV    3.072E+00  2.659E+01       9 A         2 A         1 A   
12.9999 eV    3.198E+00  2.798E+01       9 A         2 A         2 A   
13.9999 eV    3.318E+00  2.933E+01      10 A         2 A         2 A   
14.9999 eV    3.435E+00  3.063E+01      10 A         2 A         2 A   
15.9999 eV    3.548E+00  3.190E+01      10 A         2 A         2 A   
16.9999 eV    3.657E+00  3.314E+01      10 A         2 A         2 A   
17.9999 eV    3.763E+00  3.434E+01      11 A         2 A         2 A   
19.9999 eV    3.966E+00  3.668E+01      11 A         3 A         2 A   
22.4999 eV    4.207E+00  3.945E+01      12 A         3 A         2 A   
24.9999 eV    4.434E+00  4.210E+01      12 A         3 A         2 A   
27.4999 eV    4.651E+00  4.463E+01      13 A         3 A         2 A   
29.9999 eV    4.858E+00  4.707E+01      13 A         3 A         2 A   
32.4999 eV    5.056E+00  4.941E+01      13 A         3 A         2 A   
34.9999 eV    5.247E+00  5.167E+01      14 A         3 A         2 A   
37.4999 eV    5.431E+00  5.387E+01      14 A         3 A         2 A   
39.9999 eV    5.609E+00  5.599E+01      15 A         3 A         3 A   
44.9999 eV    5.949E+00  6.007E+01      15 A         4 A         3 A   
49.9999 eV    6.271E+00  6.394E+01      16 A         4 A         3 A   
54.9999 eV    6.577E+00  6.764E+01      17 A         4 A         3 A   
59.9999 eV    6.870E+00  7.117E+01      17 A         4 A         3 A   
64.9999 eV    7.150E+00  7.457E+01      18 A         4 A         3 A   
69.9999 eV    7.420E+00  7.784E+01      18 A         4 A         3 A   
79.9999 eV    7.933E+00  8.406E+01      19 A         5 A         3 A   
89.9999 eV    8.414E+00  8.991E+01      20 A         5 A         3 A   
99.9999 eV    8.869E+00  9.543E+01      21 A         5 A         4 A   
    110 eV    9.302E+00  1.007E+02      22 A         5 A         4 A   
    120 eV    9.715E+00  1.057E+02      23 A         5 A         4 A   
    130 eV    1.011E+01  1.105E+02      23 A         6 A         4 A   
139.999 eV    1.049E+01  1.151E+02      24 A         6 A         4 A   
149.999 eV    1.086E+01  1.195E+02      25 A         6 A         4 A   
159.999 eV    1.122E+01  1.238E+02      26 A         6 A         4 A   
169.999 eV    1.156E+01  1.279E+02      26 A         6 A         5 A   
179.999 eV    1.190E+01  1.319E+02      27 A         7 A         5 A   
199.999 eV    1.254E+01  1.396E+02      28 A         7 A         5 A   
224.999 eV    1.330E+01  1.485E+02      30 A         7 A         5 A   
249.999 eV    1.402E+01  1.570E+02      31 A         7 A         5 A   
274.999 eV    1.471E+01  1.649E+02      32 A         8 A         5 A   
299.999 eV    1.536E+01  1.725E+02      33 A         8 A         6 A   
324.999 eV    1.599E+01  1.796E+02      35 A         8 A         6 A   
349.999 eV    1.659E+01  1.865E+02      36 A         9 A         6 A   
374.999 eV    1.717E+01  1.930E+02      37 A         9 A         6 A   
399.999 eV    1.774E+01  1.993E+02      38 A         9 A         6 A   
449.999 eV    1.881E+01  2.112E+02      40 A        10 A         7 A   
499.999 eV    1.983E+01  2.223E+02      42 A        10 A         7 A   
549.999 eV    2.080E+01  2.327E+02      44 A        10 A         7 A   
599.999 eV    2.172E+01  2.425E+02      45 A        11 A         8 A   
649.999 eV    2.261E+01  2.517E+02      47 A        11 A         8 A   
699.999 eV    2.347E+01  2.605E+02      49 A        12 A         8 A   
799.999 eV    2.509E+01  2.769E+02      52 A        12 A         9 A   
899.999 eV    2.661E+01  2.919E+02      55 A        13 A         9 A   
999.999 eV    2.805E+01  3.058E+02      57 A        13 A        10 A   
   1.10 keV   2.942E+01  3.187E+02      60 A        14 A        10 A   
   1.20 keV   3.072E+01  3.307E+02      63 A        14 A        10 A   
   1.30 keV   3.198E+01  3.421E+02      65 A        15 A        11 A   
   1.40 keV   3.318E+01  3.528E+02      67 A        15 A        11 A   
   1.50 keV   3.435E+01  3.629E+02      70 A        16 A        12 A   
   1.60 keV   3.548E+01  3.725E+02      72 A        16 A        12 A   
   1.70 keV   3.657E+01  3.816E+02      74 A        17 A        12 A   
   1.80 keV   3.763E+01  3.903E+02      76 A        17 A        13 A   
   2.00 keV   3.966E+01  4.067E+02      81 A        18 A        13 A   
   2.25 keV   4.207E+01  4.253E+02      86 A        19 A        14 A   
   2.50 keV   4.434E+01  4.422E+02      90 A        20 A        15 A   
   2.75 keV   4.651E+01  4.577E+02      95 A        21 A        15 A   
   3.00 keV   4.858E+01  4.721E+02     100 A        22 A        16 A   
   3.25 keV   5.056E+01  4.854E+02     104 A        22 A        17 A   
   3.50 keV   5.247E+01  4.978E+02     108 A        23 A        17 A   
   3.75 keV   5.431E+01  5.094E+02     112 A        24 A        18 A   
   4.00 keV   5.609E+01  5.204E+02     116 A        25 A        19 A   
   4.50 keV   5.949E+01  5.404E+02     124 A        26 A        20 A   
   5.00 keV   6.271E+01  5.583E+02     132 A        27 A        21 A   
   5.50 keV   6.577E+01  5.746E+02     139 A        29 A        22 A   
   6.00 keV   6.870E+01  5.893E+02     146 A        30 A        23 A   
   6.50 keV   7.150E+01  6.029E+02     153 A        31 A        24 A   
   7.00 keV   7.420E+01  6.154E+02     160 A        32 A        25 A   
   8.00 keV   7.933E+01  6.377E+02     173 A        34 A        27 A   
   9.00 keV   8.414E+01  6.570E+02     186 A        36 A        29 A   
  10.00 keV   8.869E+01  6.740E+02     198 A        38 A        31 A   
  11.00 keV   9.302E+01  6.890E+02     210 A        40 A        32 A   
  12.00 keV   9.716E+01  7.024E+02     222 A        42 A        34 A   
  13.00 keV   1.011E+02  7.145E+02     234 A        44 A        36 A   
  14.00 keV   1.049E+02  7.254E+02     245 A        46 A        37 A   
  15.00 keV   1.086E+02  7.353E+02     256 A        48 A        39 A   
  16.00 keV   1.122E+02  7.443E+02     267 A        49 A        40 A   
  17.00 keV   1.156E+02  7.525E+02     278 A        51 A        42 A   
  18.00 keV   1.190E+02  7.600E+02     289 A        52 A        43 A   
  20.00 keV   1.254E+02  7.733E+02     310 A        56 A        46 A   
  22.50 keV   1.330E+02  7.872E+02     335 A        59 A        49 A   
  25.00 keV   1.402E+02  7.987E+02     361 A        63 A        53 A   
  27.50 keV   1.471E+02  8.082E+02     386 A        67 A        56 A   
  30.00 keV   1.536E+02  8.161E+02     410 A        70 A        59 A   
  32.50 keV   1.599E+02  8.227E+02     434 A        74 A        62 A   
  35.00 keV   1.659E+02  8.282E+02     458 A        77 A        65 A   
  37.50 keV   1.717E+02  8.327E+02     482 A        80 A        68 A   
  40.00 keV   1.774E+02  8.365E+02     505 A        84 A        71 A   
  45.00 keV   1.881E+02  8.421E+02     551 A        90 A        77 A   
  50.00 keV   1.983E+02  8.456E+02     597 A        96 A        83 A   
  55.00 keV   2.080E+02  8.475E+02     642 A       102 A        88 A   
  60.00 keV   2.172E+02  8.482E+02     687 A       108 A        94 A   
  65.00 keV   2.261E+02  8.479E+02     731 A       114 A        99 A   
  70.00 keV   2.347E+02  8.468E+02     775 A       120 A       104 A   
  80.00 keV   2.509E+02  8.427E+02     863 A       131 A       114 A   
  90.00 keV   2.661E+02  8.370E+02     950 A       142 A       124 A   
 100.00 keV   2.805E+02  8.301E+02    1036 A       153 A       134 A   
 110.00 keV   2.942E+02  8.224E+02    1122 A       164 A       143 A   
 120.00 keV   3.072E+02  8.143E+02    1207 A       174 A       153 A   
 130.00 keV   3.198E+02  8.058E+02    1293 A       184 A       162 A   
 140.00 keV   3.319E+02  7.972E+02    1378 A       194 A       171 A   
 150.00 keV   3.435E+02  7.884E+02    1463 A       204 A       180 A   
 160.00 keV   3.548E+02  7.797E+02    1547 A       213 A       189 A   
 170.00 keV   3.540E+02  7.710E+02    1633 A       223 A       198 A   
 180.00 keV   3.190E+02  7.623E+02    1720 A       233 A       207 A   
 200.00 keV   2.777E+02  7.454E+02    1903 A       254 A       225 A   
 225.00 keV   2.585E+02  7.249E+02    2144 A       281 A       249 A   
 250.00 keV   2.584E+02  7.054E+02    2391 A       309 A       273 A   
 275.00 keV   2.679E+02  6.869E+02    2643 A       337 A       297 A   
 300.00 keV   2.821E+02  6.694E+02    2897 A       365 A       322 A   
 325.00 keV   2.983E+02  6.528E+02    3151 A       392 A       347 A   
 350.00 keV   3.150E+02  6.371E+02    3405 A       418 A       371 A   
 375.00 keV   3.314E+02  6.222E+02    3659 A       443 A       396 A   
 400.00 keV   3.471E+02  6.081E+02    3913 A       468 A       420 A   
 450.00 keV   3.757E+02  5.820E+02    4420 A       519 A       469 A   
 500.00 keV   4.007E+02  5.583E+02    4927 A       568 A       516 A   
 550.00 keV   4.224E+02  5.368E+02    5434 A       614 A       563 A   
 600.00 keV   4.415E+02  5.171E+02    5941 A       659 A       610 A   
 650.00 keV   4.585E+02  4.991E+02    6449 A       702 A       656 A   
 700.00 keV   4.739E+02  4.825E+02    6959 A       744 A       701 A   
 800.00 keV   5.014E+02  4.529E+02    7980 A       831 A       790 A   
 900.00 keV   5.262E+02  4.273E+02    9005 A       912 A       876 A   
   1.00 MeV   5.495E+02  4.049E+02    1.00 um      989 A       961 A   
   1.10 MeV   5.723E+02  3.851E+02    1.11 um     1062 A      1044 A   
   1.20 MeV   5.949E+02  3.674E+02    1.21 um     1132 A      1124 A   
   1.30 MeV   6.176E+02  3.516E+02    1.31 um     1198 A      1203 A   
   1.40 MeV   6.405E+02  3.372E+02    1.41 um     1261 A      1279 A   
   1.50 MeV   6.637E+02  3.242E+02    1.51 um     1320 A      1354 A   
   1.60 MeV   6.872E+02  3.123E+02    1.61 um     1377 A      1426 A   
   1.70 MeV   7.108E+02  3.013E+02    1.71 um     1431 A      1496 A   
   1.80 MeV   7.346E+02  2.912E+02    1.80 um     1483 A      1564 A   
   2.00 MeV   7.821E+02  2.733E+02    1.99 um     1590 A      1693 A   
   2.25 MeV   8.408E+02  2.541E+02    2.22 um     1715 A      1844 A   
   2.50 MeV   8.981E+02  2.377E+02    2.44 um     1825 A      1983 A   
   2.75 MeV   9.537E+02  2.237E+02    2.66 um     1924 A      2112 A   
   3.00 MeV   1.008E+03  2.114E+02    2.86 um     2012 A      2232 A   
   3.25 MeV   1.060E+03  2.005E+02    3.06 um     2092 A      2344 A   
   3.50 MeV   1.110E+03  1.909E+02    3.26 um     2165 A      2447 A   
   3.75 MeV   1.160E+03  1.822E+02    3.44 um     2231 A      2544 A   
   4.00 MeV   1.208E+03  1.744E+02    3.62 um     2292 A      2635 A   
   4.50 MeV   1.302E+03  1.609E+02    3.97 um     2425 A      2801 A   
   5.00 MeV   1.393E+03  1.495E+02    4.30 um     2539 A      2949 A   
   5.50 MeV   1.483E+03  1.398E+02    4.62 um     2637 A      3081 A   
   6.00 MeV   1.572E+03  1.314E+02    4.92 um     2723 A      3200 A   
   6.50 MeV   1.661E+03  1.241E+02    5.20 um     2799 A      3307 A   
   7.00 MeV   1.751E+03  1.176E+02    5.47 um     2866 A      3405 A   
   8.00 MeV   1.933E+03  1.067E+02    5.98 um     3022 A      3575 A   
   9.00 MeV   2.117E+03  9.783E+01    6.45 um     3148 A      3718 A   
  10.00 MeV   2.302E+03  9.045E+01    6.88 um     3251 A      3840 A   
  11.00 MeV   2.489E+03  8.421E+01    7.28 um     3336 A      3944 A   
  12.00 MeV   2.674E+03  7.885E+01    7.66 um     3409 A      4035 A   
  13.00 MeV   2.858E+03  7.419E+01    8.01 um     3471 A      4114 A   
  14.00 MeV   3.038E+03  7.011E+01    8.34 um     3525 A      4184 A   
  15.00 MeV   3.214E+03  6.649E+01    8.65 um     3572 A      4247 A   
  16.00 MeV   3.384E+03  6.326E+01    8.95 um     3613 A      4302 A   
  17.00 MeV   3.550E+03  6.036E+01    9.23 um     3651 A      4353 A   
  18.00 MeV   3.709E+03  5.773E+01    9.50 um     3684 A      4398 A   
  20.00 MeV   4.010E+03  5.317E+01   10.01 um     3777 A      4478 A   
  22.50 MeV   4.353E+03  4.846E+01   10.60 um     3891 A      4561 A   
  25.00 MeV   4.659E+03  4.459E+01   11.15 um     3986 A      4631 A   
  27.50 MeV   4.931E+03  4.133E+01   11.67 um     4067 A      4691 A   
  30.00 MeV   5.173E+03  3.855E+01   12.16 um     4139 A      4743 A   
  32.50 MeV   5.388E+03  3.615E+01   12.63 um     4203 A      4788 A   
  35.00 MeV   5.578E+03  3.406E+01   13.08 um     4261 A      4829 A   
  37.50 MeV   5.746E+03  3.221E+01   13.52 um     4315 A      4867 A   
  40.00 MeV   5.894E+03  3.057E+01   13.94 um     4365 A      4901 A   
  45.00 MeV   6.137E+03  2.777E+01   14.77 um     4532 A      4961 A   
  50.00 MeV   6.323E+03  2.548E+01   15.57 um     4682 A      5014 A   
  55.00 MeV   6.463E+03  2.356E+01   16.35 um     4819 A      5061 A   
  60.00 MeV   6.566E+03  2.193E+01   17.11 um     4947 A      5103 A   
  65.00 MeV   6.639E+03  2.053E+01   17.87 um     5069 A      5143 A   
  70.00 MeV   6.688E+03  1.931E+01   18.61 um     5185 A      5179 A   
  80.00 MeV   6.735E+03  1.728E+01   20.10 um     5605 A      5246 A   
  90.00 MeV   6.735E+03  1.566E+01   21.58 um     5994 A      5306 A   
 100.00 MeV   6.705E+03  1.433E+01   23.06 um     6359 A      5362 A   
 110.00 MeV   6.657E+03  1.323E+01   24.56 um     6708 A      5415 A   
 120.00 MeV   6.597E+03  1.229E+01   26.06 um     7045 A      5465 A   
 130.00 MeV   6.531E+03  1.149E+01   27.58 um     7373 A      5514 A   
 140.00 MeV   6.462E+03  1.079E+01   29.12 um     7693 A      5561 A   
 150.00 MeV   6.392E+03  1.018E+01   30.67 um     8006 A      5607 A   
 160.00 MeV   6.322E+03  9.632E+00   32.24 um     8314 A      5652 A   
 170.00 MeV   6.272E+03  9.147E+00   33.83 um     8616 A      5696 A   
 180.00 MeV   6.280E+03  8.712E+00   35.42 um     8910 A      5740 A   
 200.00 MeV   6.235E+03  7.961E+00   38.61 um     9997 A      5824 A   
 225.00 MeV   6.083E+03  7.196E+00   42.67 um     1.15 um     5928 A   
 250.00 MeV   5.946E+03  6.573E+00   46.82 um     1.30 um     6031 A   
 275.00 MeV   5.824E+03  6.055E+00   51.06 um     1.43 um     6134 A   
 300.00 MeV   5.713E+03  5.617E+00   55.39 um     1.55 um     6237 A   
 325.00 MeV   5.612E+03  5.241E+00   59.80 um     1.68 um     6340 A   
 350.00 MeV   5.518E+03  4.915E+00   64.29 um     1.79 um     6444 A   
 375.00 MeV   5.429E+03  4.629E+00   68.86 um     1.91 um     6548 A   
 400.00 MeV   5.345E+03  4.377E+00   73.49 um     2.02 um     6654 A   
 450.00 MeV   5.188E+03  3.950E+00   82.98 um     2.42 um     6869 A   
 500.00 MeV   5.042E+03  3.603E+00   92.75 um     2.79 um     7088 A   
 550.00 MeV   4.904E+03  3.315E+00  102.80 um     3.13 um     7313 A   
 600.00 MeV   4.771E+03  3.072E+00  113.13 um     3.46 um     7543 A   
 650.00 MeV   4.643E+03  2.864E+00  123.75 um     3.77 um     7779 A   
 700.00 MeV   4.519E+03  2.683E+00  134.66 um     4.07 um     8021 A   
 800.00 MeV   4.283E+03  2.386E+00  157.39 um     5.19 um     8525 A   
 900.00 MeV   4.061E+03  2.151E+00  181.36 um     6.20 um     9057 A   
   1.00 GeV   3.853E+03  1.960E+00  206.63 um     7.16 um     9619 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.9167E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
