 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in Aluminum.txt

 Ion = Molybdenum [42] , Mass = 95.905 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.843E+00  2.571E+01       4 A         2 A         1 A   
6.49999 eV    1.918E+00  2.712E+01       4 A         2 A         1 A   
6.99999 eV    1.990E+00  2.849E+01       4 A         2 A         1 A   
7.99999 eV    2.128E+00  3.113E+01       5 A         2 A         1 A   
8.99999 eV    2.257E+00  3.365E+01       5 A         2 A         1 A   
9.99999 eV    2.379E+00  3.606E+01       5 A         2 A         1 A   
10.9999 eV    2.495E+00  3.838E+01       5 A         2 A         2 A   
11.9999 eV    2.606E+00  4.063E+01       5 A         2 A         2 A   
12.9999 eV    2.712E+00  4.280E+01       6 A         2 A         2 A   
13.9999 eV    2.815E+00  4.491E+01       6 A         2 A         2 A   
14.9999 eV    2.913E+00  4.696E+01       6 A         2 A         2 A   
15.9999 eV    3.009E+00  4.895E+01       6 A         2 A         2 A   
16.9999 eV    3.101E+00  5.090E+01       6 A         2 A         2 A   
17.9999 eV    3.191E+00  5.280E+01       6 A         2 A         2 A   
19.9999 eV    3.364E+00  5.648E+01       7 A         3 A         2 A   
22.4999 eV    3.568E+00  6.087E+01       7 A         3 A         2 A   
24.9999 eV    3.761E+00  6.507E+01       7 A         3 A         2 A   
27.4999 eV    3.945E+00  6.909E+01       7 A         3 A         2 A   
29.9999 eV    4.120E+00  7.297E+01       8 A         3 A         2 A   
32.4999 eV    4.288E+00  7.671E+01       8 A         3 A         2 A   
34.9999 eV    4.450E+00  8.033E+01       8 A         3 A         2 A   
37.4999 eV    4.606E+00  8.384E+01       8 A         3 A         3 A   
39.9999 eV    4.757E+00  8.726E+01       8 A         3 A         3 A   
44.9999 eV    5.046E+00  9.381E+01       9 A         4 A         3 A   
49.9999 eV    5.319E+00  1.001E+02       9 A         4 A         3 A   
54.9999 eV    5.579E+00  1.060E+02      10 A         4 A         3 A   
59.9999 eV    5.827E+00  1.118E+02      10 A         4 A         3 A   
64.9999 eV    6.065E+00  1.173E+02      10 A         4 A         3 A   
69.9999 eV    6.293E+00  1.226E+02      10 A         4 A         3 A   
79.9999 eV    6.728E+00  1.328E+02      11 A         5 A         3 A   
89.9999 eV    7.136E+00  1.424E+02      11 A         5 A         4 A   
99.9999 eV    7.522E+00  1.515E+02      12 A         5 A         4 A   
    110 eV    7.889E+00  1.601E+02      12 A         5 A         4 A   
    120 eV    8.240E+00  1.684E+02      13 A         5 A         4 A   
    130 eV    8.577E+00  1.764E+02      13 A         5 A         4 A   
139.999 eV    8.900E+00  1.840E+02      14 A         6 A         4 A   
149.999 eV    9.213E+00  1.914E+02      14 A         6 A         4 A   
159.999 eV    9.515E+00  1.986E+02      14 A         6 A         4 A   
169.999 eV    9.808E+00  2.055E+02      15 A         6 A         5 A   
179.999 eV    1.009E+01  2.122E+02      15 A         6 A         5 A   
199.999 eV    1.064E+01  2.251E+02      16 A         6 A         5 A   
224.999 eV    1.128E+01  2.403E+02      16 A         7 A         5 A   
249.999 eV    1.189E+01  2.547E+02      17 A         7 A         5 A   
274.999 eV    1.247E+01  2.683E+02      18 A         7 A         5 A   
299.999 eV    1.303E+01  2.812E+02      19 A         8 A         6 A   
324.999 eV    1.356E+01  2.936E+02      19 A         8 A         6 A   
349.999 eV    1.407E+01  3.054E+02      20 A         8 A         6 A   
374.999 eV    1.457E+01  3.168E+02      20 A         8 A         6 A   
399.999 eV    1.504E+01  3.277E+02      21 A         9 A         6 A   
449.999 eV    1.596E+01  3.485E+02      22 A         9 A         7 A   
499.999 eV    1.682E+01  3.680E+02      23 A         9 A         7 A   
549.999 eV    1.764E+01  3.863E+02      24 A        10 A         7 A   
599.999 eV    1.843E+01  4.037E+02      25 A        10 A         7 A   
649.999 eV    1.918E+01  4.202E+02      26 A        10 A         8 A   
699.999 eV    1.990E+01  4.360E+02      27 A        11 A         8 A   
799.999 eV    2.128E+01  4.655E+02      28 A        11 A         8 A   
899.999 eV    2.257E+01  4.928E+02      30 A        12 A         9 A   
999.999 eV    2.379E+01  5.181E+02      31 A        12 A         9 A   
   1.10 keV   2.495E+01  5.419E+02      33 A        13 A         9 A   
   1.20 keV   2.606E+01  5.642E+02      34 A        13 A        10 A   
   1.30 keV   2.712E+01  5.853E+02      35 A        14 A        10 A   
   1.40 keV   2.815E+01  6.053E+02      36 A        14 A        10 A   
   1.50 keV   2.913E+01  6.244E+02      38 A        15 A        11 A   
   1.60 keV   3.009E+01  6.426E+02      39 A        15 A        11 A   
   1.70 keV   3.101E+01  6.599E+02      40 A        16 A        11 A   
   1.80 keV   3.191E+01  6.766E+02      41 A        16 A        12 A   
   2.00 keV   3.364E+01  7.079E+02      43 A        17 A        12 A   
   2.25 keV   3.568E+01  7.440E+02      46 A        18 A        13 A   
   2.50 keV   3.761E+01  7.772E+02      48 A        18 A        13 A   
   2.75 keV   3.945E+01  8.079E+02      51 A        19 A        14 A   
   3.00 keV   4.120E+01  8.364E+02      53 A        20 A        15 A   
   3.25 keV   4.288E+01  8.631E+02      55 A        21 A        15 A   
   3.50 keV   4.450E+01  8.882E+02      57 A        21 A        16 A   
   3.75 keV   4.606E+01  9.118E+02      59 A        22 A        16 A   
   4.00 keV   4.757E+01  9.342E+02      62 A        23 A        17 A   
   4.50 keV   5.046E+01  9.755E+02      65 A        24 A        18 A   
   5.00 keV   5.319E+01  1.013E+03      69 A        25 A        19 A   
   5.50 keV   5.579E+01  1.047E+03      73 A        26 A        20 A   
   6.00 keV   5.827E+01  1.079E+03      77 A        27 A        20 A   
   6.50 keV   6.065E+01  1.108E+03      80 A        28 A        21 A   
   7.00 keV   6.293E+01  1.136E+03      84 A        29 A        22 A   
   8.00 keV   6.728E+01  1.185E+03      90 A        31 A        24 A   
   9.00 keV   7.136E+01  1.228E+03      97 A        33 A        25 A   
  10.00 keV   7.522E+01  1.267E+03     103 A        35 A        27 A   
  11.00 keV   7.889E+01  1.302E+03     109 A        37 A        28 A   
  12.00 keV   8.240E+01  1.334E+03     115 A        38 A        29 A   
  13.00 keV   8.577E+01  1.363E+03     121 A        40 A        31 A   
  14.00 keV   8.900E+01  1.390E+03     126 A        42 A        32 A   
  15.00 keV   9.213E+01  1.415E+03     132 A        43 A        33 A   
  16.00 keV   9.515E+01  1.438E+03     137 A        45 A        34 A   
  17.00 keV   9.808E+01  1.459E+03     143 A        46 A        36 A   
  18.00 keV   1.009E+02  1.478E+03     148 A        48 A        37 A   
  20.00 keV   1.064E+02  1.514E+03     158 A        50 A        39 A   
  22.50 keV   1.128E+02  1.553E+03     171 A        54 A        42 A   
  25.00 keV   1.189E+02  1.586E+03     184 A        57 A        45 A   
  27.50 keV   1.247E+02  1.615E+03     196 A        60 A        47 A   
  30.00 keV   1.303E+02  1.641E+03     208 A        63 A        50 A   
  32.50 keV   1.356E+02  1.663E+03     220 A        66 A        52 A   
  35.00 keV   1.407E+02  1.683E+03     232 A        69 A        55 A   
  37.50 keV   1.457E+02  1.701E+03     243 A        72 A        57 A   
  40.00 keV   1.504E+02  1.717E+03     255 A        75 A        60 A   
  45.00 keV   1.596E+02  1.744E+03     277 A        81 A        64 A   
  50.00 keV   1.682E+02  1.765E+03     300 A        87 A        69 A   
  55.00 keV   1.764E+02  1.783E+03     322 A        92 A        73 A   
  60.00 keV   1.843E+02  1.797E+03     344 A        97 A        78 A   
  65.00 keV   1.918E+02  1.808E+03     365 A       103 A        82 A   
  70.00 keV   1.990E+02  1.818E+03     387 A       108 A        86 A   
  80.00 keV   2.128E+02  1.830E+03     430 A       118 A        94 A   
  90.00 keV   2.257E+02  1.838E+03     472 A       128 A       102 A   
 100.00 keV   2.379E+02  1.841E+03     515 A       138 A       110 A   
 110.00 keV   2.495E+02  1.840E+03     557 A       148 A       118 A   
 120.00 keV   2.606E+02  1.838E+03     599 A       157 A       126 A   
 130.00 keV   2.712E+02  1.833E+03     641 A       167 A       133 A   
 140.00 keV   2.815E+02  1.827E+03     683 A       176 A       141 A   
 150.00 keV   2.913E+02  1.820E+03     725 A       186 A       148 A   
 160.00 keV   3.009E+02  1.812E+03     767 A       195 A       156 A   
 170.00 keV   3.101E+02  1.803E+03     809 A       204 A       163 A   
 180.00 keV   3.191E+02  1.794E+03     851 A       213 A       170 A   
 200.00 keV   3.621E+02  1.773E+03     935 A       231 A       185 A   
 225.00 keV   4.364E+02  1.747E+03    1038 A       253 A       202 A   
 250.00 keV   4.840E+02  1.719E+03    1141 A       274 A       220 A   
 275.00 keV   5.156E+02  1.691E+03    1243 A       294 A       237 A   
 300.00 keV   5.381E+02  1.664E+03    1345 A       314 A       254 A   
 325.00 keV   5.555E+02  1.636E+03    1448 A       334 A       270 A   
 350.00 keV   5.705E+02  1.610E+03    1552 A       354 A       287 A   
 375.00 keV   5.844E+02  1.584E+03    1656 A       374 A       303 A   
 400.00 keV   5.980E+02  1.558E+03    1762 A       393 A       320 A   
 450.00 keV   6.261E+02  1.510E+03    1975 A       432 A       352 A   
 500.00 keV   6.558E+02  1.465E+03    2190 A       470 A       384 A   
 550.00 keV   6.868E+02  1.422E+03    2408 A       508 A       417 A   
 600.00 keV   7.186E+02  1.382E+03    2627 A       545 A       449 A   
 650.00 keV   7.507E+02  1.344E+03    2847 A       581 A       481 A   
 700.00 keV   7.824E+02  1.309E+03    3068 A       617 A       512 A   
 800.00 keV   8.439E+02  1.244E+03    3513 A       687 A       576 A   
 900.00 keV   9.018E+02  1.186E+03    3959 A       754 A       638 A   
   1.00 MeV   9.557E+02  1.135E+03    4407 A       819 A       700 A   
   1.10 MeV   1.006E+03  1.088E+03    4855 A       881 A       760 A   
   1.20 MeV   1.053E+03  1.045E+03    5303 A       940 A       820 A   
   1.30 MeV   1.097E+03  1.007E+03    5751 A       998 A       879 A   
   1.40 MeV   1.139E+03  9.713E+02    6199 A      1053 A       937 A   
   1.50 MeV   1.179E+03  9.387E+02    6646 A      1107 A       994 A   
   1.60 MeV   1.218E+03  9.086E+02    7092 A      1159 A      1051 A   
   1.70 MeV   1.255E+03  8.807E+02    7537 A      1209 A      1106 A   
   1.80 MeV   1.291E+03  8.547E+02    7981 A      1258 A      1160 A   
   2.00 MeV   1.361E+03  8.078E+02    8864 A      1354 A      1267 A   
   2.25 MeV   1.446E+03  7.569E+02    9956 A      1466 A      1394 A   
   2.50 MeV   1.530E+03  7.131E+02    1.10 um     1570 A      1517 A   
   2.75 MeV   1.614E+03  6.747E+02    1.21 um     1667 A      1634 A   
   3.00 MeV   1.697E+03  6.409E+02    1.31 um     1756 A      1746 A   
   3.25 MeV   1.781E+03  6.107E+02    1.41 um     1839 A      1853 A   
   3.50 MeV   1.866E+03  5.837E+02    1.51 um     1916 A      1954 A   
   3.75 MeV   1.951E+03  5.593E+02    1.61 um     1987 A      2051 A   
   4.00 MeV   2.037E+03  5.372E+02    1.71 um     2054 A      2144 A   
   4.50 MeV   2.209E+03  4.984E+02    1.89 um     2181 A      2316 A   
   5.00 MeV   2.382E+03  4.655E+02    2.07 um     2291 A      2472 A   
   5.50 MeV   2.554E+03  4.372E+02    2.23 um     2388 A      2614 A   
   6.00 MeV   2.724E+03  4.126E+02    2.39 um     2473 A      2744 A   
   6.50 MeV   2.892E+03  3.909E+02    2.54 um     2549 A      2863 A   
   7.00 MeV   3.055E+03  3.717E+02    2.69 um     2616 A      2971 A   
   8.00 MeV   3.370E+03  3.390E+02    2.97 um     2745 A      3165 A   
   9.00 MeV   3.666E+03  3.122E+02    3.22 um     2852 A      3331 A   
  10.00 MeV   3.941E+03  2.897E+02    3.46 um     2941 A      3476 A   
  11.00 MeV   4.198E+03  2.706E+02    3.69 um     3018 A      3604 A   
  12.00 MeV   4.435E+03  2.541E+02    3.90 um     3085 A      3718 A   
  13.00 MeV   4.656E+03  2.397E+02    4.11 um     3144 A      3821 A   
  14.00 MeV   4.860E+03  2.270E+02    4.31 um     3197 A      3914 A   
  15.00 MeV   5.051E+03  2.158E+02    4.50 um     3245 A      4000 A   
  16.00 MeV   5.229E+03  2.057E+02    4.69 um     3288 A      4079 A   
  17.00 MeV   5.395E+03  1.966E+02    4.87 um     3328 A      4152 A   
  18.00 MeV   5.551E+03  1.883E+02    5.04 um     3365 A      4220 A   
  20.00 MeV   5.837E+03  1.739E+02    5.38 um     3448 A      4343 A   
  22.50 MeV   6.154E+03  1.590E+02    5.78 um     3546 A      4479 A   
  25.00 MeV   6.437E+03  1.467E+02    6.17 um     3632 A      4598 A   
  27.50 MeV   6.695E+03  1.363E+02    6.54 um     3708 A      4704 A   
  30.00 MeV   6.932E+03  1.274E+02    6.90 um     3777 A      4799 A   
  32.50 MeV   7.153E+03  1.197E+02    7.24 um     3839 A      4886 A   
  35.00 MeV   7.362E+03  1.129E+02    7.58 um     3896 A      4966 A   
  37.50 MeV   7.561E+03  1.070E+02    7.91 um     3948 A      5040 A   
  40.00 MeV   7.751E+03  1.016E+02    8.23 um     3997 A      5109 A   
  45.00 MeV   8.110E+03  9.257E+01    8.85 um     4132 A      5233 A   
  50.00 MeV   8.447E+03  8.510E+01    9.45 um     4251 A      5342 A   
  55.00 MeV   8.765E+03  7.884E+01   10.02 um     4357 A      5440 A   
  60.00 MeV   9.068E+03  7.350E+01   10.58 um     4453 A      5529 A   
  65.00 MeV   9.356E+03  6.889E+01   11.11 um     4541 A      5610 A   
  70.00 MeV   9.631E+03  6.487E+01   11.64 um     4621 A      5684 A   
  80.00 MeV   1.014E+04  5.817E+01   12.64 um     4869 A      5816 A   
  90.00 MeV   1.061E+04  5.282E+01   13.60 um     5082 A      5932 A   
 100.00 MeV   1.103E+04  4.843E+01   14.52 um     5270 A      6034 A   
 110.00 MeV   1.141E+04  4.476E+01   15.40 um     5438 A      6125 A   
 120.00 MeV   1.176E+04  4.165E+01   16.26 um     5591 A      6208 A   
 130.00 MeV   1.207E+04  3.897E+01   17.10 um     5731 A      6284 A   
 140.00 MeV   1.235E+04  3.663E+01   17.91 um     5861 A      6355 A   
 150.00 MeV   1.260E+04  3.458E+01   18.71 um     5982 A      6420 A   
 160.00 MeV   1.283E+04  3.276E+01   19.50 um     6097 A      6481 A   
 170.00 MeV   1.303E+04  3.114E+01   20.27 um     6205 A      6539 A   
 180.00 MeV   1.321E+04  2.967E+01   21.03 um     6308 A      6594 A   
 200.00 MeV   1.351E+04  2.715E+01   22.52 um     6671 A      6695 A   
 225.00 MeV   1.368E+04  2.458E+01   24.35 um     7178 A      6811 A   
 250.00 MeV   1.377E+04  2.248E+01   26.17 um     7642 A      6917 A   
 275.00 MeV   1.383E+04  2.073E+01   27.98 um     8074 A      7017 A   
 300.00 MeV   1.385E+04  1.924E+01   29.78 um     8481 A      7111 A   
 325.00 MeV   1.383E+04  1.797E+01   31.59 um     8870 A      7201 A   
 350.00 MeV   1.377E+04  1.687E+01   33.39 um     9243 A      7287 A   
 375.00 MeV   1.369E+04  1.590E+01   35.21 um     9606 A      7371 A   
 400.00 MeV   1.360E+04  1.504E+01   37.04 um     9959 A      7453 A   
 450.00 MeV   1.336E+04  1.359E+01   40.75 um     1.13 um     7611 A   
 500.00 MeV   1.309E+04  1.241E+01   44.53 um     1.25 um     7766 A   
 550.00 MeV   1.280E+04  1.143E+01   48.39 um     1.36 um     7918 A   
 600.00 MeV   1.250E+04  1.060E+01   52.33 um     1.48 um     8069 A   
 650.00 MeV   1.221E+04  9.886E+00   56.38 um     1.58 um     8221 A   
 700.00 MeV   1.191E+04  9.269E+00   60.52 um     1.69 um     8373 A   
 800.00 MeV   1.136E+04  8.251E+00   69.11 um     2.08 um     8683 A   
 900.00 MeV   1.084E+04  7.445E+00   78.12 um     2.45 um     9001 A   
   1.00 GeV   1.036E+04  6.789E+00   87.56 um     2.79 um     9332 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.7011E-03                keV / (ug/cm2) 
  3.7011E-03                MeV / (mg/cm2) 
  3.7011E+00                keV / (mg/cm2) 
  1.6582E-01                 eV / (1E15 atoms/cm2)
  1.9301E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
