 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Rubidium in Aluminum.txt

 Ion = Rubidium [37] , Mass = 94.929 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 100.00 MeV   9.611E+03  3.819E+01   16.25 um     5681 A      6324 A   
 110.00 MeV   9.925E+03  3.528E+01   17.27 um     5883 A      6424 A   
 120.00 MeV   1.021E+04  3.281E+01   18.26 um     6067 A      6515 A   
 130.00 MeV   1.046E+04  3.069E+01   19.22 um     6236 A      6599 A   
 140.00 MeV   1.068E+04  2.884E+01   20.16 um     6392 A      6677 A   
 150.00 MeV   1.088E+04  2.722E+01   21.09 um     6539 A      6750 A   
 160.00 MeV   1.106E+04  2.578E+01   22.00 um     6677 A      6818 A   
 170.00 MeV   1.121E+04  2.450E+01   22.89 um     6808 A      6883 A   
 180.00 MeV   1.135E+04  2.334E+01   23.78 um     6934 A      6944 A   
 200.00 MeV   1.158E+04  2.135E+01   25.52 um     7377 A      7058 A   
 225.00 MeV   1.166E+04  1.932E+01   27.66 um     7999 A      7189 A   
 250.00 MeV   1.171E+04  1.766E+01   29.80 um     8569 A      7311 A   
 275.00 MeV   1.173E+04  1.628E+01   31.93 um     9099 A      7425 A   
 300.00 MeV   1.170E+04  1.511E+01   34.06 um     9600 A      7534 A   
 325.00 MeV   1.165E+04  1.411E+01   36.20 um     1.01 um     7638 A   
 350.00 MeV   1.157E+04  1.324E+01   38.35 um     1.05 um     7739 A   
 375.00 MeV   1.147E+04  1.247E+01   40.51 um     1.10 um     7838 A   
 400.00 MeV   1.136E+04  1.180E+01   42.70 um     1.14 um     7934 A   
 450.00 MeV   1.111E+04  1.066E+01   47.15 um     1.31 um     8123 A   
 500.00 MeV   1.083E+04  9.729E+00   51.70 um     1.46 um     8308 A   
 550.00 MeV   1.055E+04  8.956E+00   56.37 um     1.60 um     8492 A   
 600.00 MeV   1.027E+04  8.304E+00   61.17 um     1.74 um     8677 A   
 650.00 MeV   9.989E+03  7.745E+00   66.11 um     1.88 um     8862 A   
 700.00 MeV   9.719E+03  7.260E+00   71.18 um     2.01 um     9051 A   
 800.00 MeV   9.212E+03  6.461E+00   81.74 um     2.51 um     9436 A   
 900.00 MeV   8.749E+03  5.827E+00   92.88 um     2.96 um     9837 A   
   1.00 GeV   8.332E+03  5.313E+00  104.58 um     3.40 um     1.03 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.7011E-03                keV / (ug/cm2) 
  3.7011E-03                MeV / (mg/cm2) 
  3.7011E+00                keV / (mg/cm2) 
  1.6582E-01                 eV / (1E15 atoms/cm2)
  2.1339E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
