 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in  H- C.txt

 Ion = Molybdenum [42] , Mass = 93.905 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.361E+00  1.628E+01       8 A         2 A         1 A   
6.49999 eV    1.416E+00  1.717E+01       8 A         2 A         1 A   
6.99999 eV    1.470E+00  1.803E+01       8 A         2 A         1 A   
7.99999 eV    1.571E+00  1.968E+01       9 A         2 A         1 A   
8.99999 eV    1.666E+00  2.125E+01       9 A         2 A         1 A   
9.99999 eV    1.756E+00  2.276E+01       9 A         2 A         1 A   
10.9999 eV    1.842E+00  2.421E+01      10 A         2 A         2 A   
11.9999 eV    1.924E+00  2.561E+01      10 A         2 A         2 A   
12.9999 eV    2.003E+00  2.696E+01      10 A         2 A         2 A   
13.9999 eV    2.078E+00  2.828E+01      11 A         2 A         2 A   
14.9999 eV    2.151E+00  2.955E+01      11 A         2 A         2 A   
15.9999 eV    2.222E+00  3.079E+01      11 A         3 A         2 A   
16.9999 eV    2.290E+00  3.200E+01      11 A         3 A         2 A   
17.9999 eV    2.356E+00  3.318E+01      12 A         3 A         2 A   
19.9999 eV    2.484E+00  3.547E+01      12 A         3 A         2 A   
22.4999 eV    2.635E+00  3.819E+01      13 A         3 A         2 A   
24.9999 eV    2.777E+00  4.079E+01      13 A         3 A         2 A   
27.4999 eV    2.913E+00  4.328E+01      14 A         3 A         2 A   
29.9999 eV    3.042E+00  4.568E+01      14 A         3 A         2 A   
32.4999 eV    3.166E+00  4.799E+01      15 A         3 A         2 A   
34.9999 eV    3.286E+00  5.022E+01      15 A         3 A         3 A   
37.4999 eV    3.401E+00  5.238E+01      16 A         4 A         3 A   
39.9999 eV    3.513E+00  5.449E+01      16 A         4 A         3 A   
44.9999 eV    3.726E+00  5.852E+01      17 A         4 A         3 A   
49.9999 eV    3.927E+00  6.236E+01      17 A         4 A         3 A   
54.9999 eV    4.119E+00  6.602E+01      18 A         4 A         3 A   
59.9999 eV    4.302E+00  6.954E+01      19 A         4 A         3 A   
64.9999 eV    4.478E+00  7.292E+01      19 A         4 A         3 A   
69.9999 eV    4.647E+00  7.618E+01      20 A         5 A         3 A   
79.9999 eV    4.968E+00  8.238E+01      21 A         5 A         4 A   
89.9999 eV    5.269E+00  8.822E+01      22 A         5 A         4 A   
99.9999 eV    5.554E+00  9.375E+01      23 A         5 A         4 A   
    110 eV    5.825E+00  9.902E+01      24 A         6 A         4 A   
    120 eV    6.084E+00  1.040E+02      25 A         6 A         4 A   
    130 eV    6.333E+00  1.089E+02      25 A         6 A         4 A   
139.999 eV    6.572E+00  1.135E+02      26 A         6 A         4 A   
149.999 eV    6.803E+00  1.180E+02      27 A         6 A         5 A   
159.999 eV    7.026E+00  1.223E+02      28 A         6 A         5 A   
169.999 eV    7.242E+00  1.265E+02      28 A         7 A         5 A   
179.999 eV    7.452E+00  1.305E+02      29 A         7 A         5 A   
199.999 eV    7.855E+00  1.383E+02      30 A         7 A         5 A   
224.999 eV    8.331E+00  1.474E+02      32 A         7 A         5 A   
249.999 eV    8.782E+00  1.560E+02      33 A         8 A         6 A   
274.999 eV    9.211E+00  1.641E+02      34 A         8 A         6 A   
299.999 eV    9.620E+00  1.719E+02      36 A         8 A         6 A   
324.999 eV    1.001E+01  1.792E+02      37 A         9 A         6 A   
349.999 eV    1.039E+01  1.863E+02      38 A         9 A         6 A   
374.999 eV    1.076E+01  1.930E+02      39 A         9 A         7 A   
399.999 eV    1.111E+01  1.995E+02      40 A         9 A         7 A   
449.999 eV    1.178E+01  2.118E+02      42 A        10 A         7 A   
499.999 eV    1.242E+01  2.233E+02      44 A        10 A         7 A   
549.999 eV    1.303E+01  2.341E+02      46 A        11 A         8 A   
599.999 eV    1.361E+01  2.443E+02      48 A        11 A         8 A   
649.999 eV    1.416E+01  2.540E+02      50 A        12 A         8 A   
699.999 eV    1.470E+01  2.632E+02      51 A        12 A         8 A   
799.999 eV    1.571E+01  2.804E+02      55 A        13 A         9 A   
899.999 eV    1.666E+01  2.963E+02      58 A        13 A         9 A   
999.999 eV    1.756E+01  3.110E+02      60 A        14 A        10 A   
   1.10 keV   1.842E+01  3.247E+02      63 A        14 A        10 A   
   1.20 keV   1.924E+01  3.375E+02      66 A        15 A        11 A   
   1.30 keV   2.003E+01  3.497E+02      68 A        15 A        11 A   
   1.40 keV   2.078E+01  3.611E+02      71 A        16 A        11 A   
   1.50 keV   2.151E+01  3.720E+02      73 A        16 A        12 A   
   1.60 keV   2.222E+01  3.824E+02      75 A        17 A        12 A   
   1.70 keV   2.290E+01  3.923E+02      78 A        17 A        12 A   
   1.80 keV   2.356E+01  4.017E+02      80 A        18 A        13 A   
   2.00 keV   2.484E+01  4.195E+02      84 A        19 A        13 A   
   2.25 keV   2.635E+01  4.398E+02      89 A        20 A        14 A   
   2.50 keV   2.777E+01  4.584E+02      94 A        20 A        15 A   
   2.75 keV   2.913E+01  4.756E+02      98 A        21 A        16 A   
   3.00 keV   3.042E+01  4.915E+02     103 A        22 A        16 A   
   3.25 keV   3.166E+01  5.063E+02     107 A        23 A        17 A   
   3.50 keV   3.286E+01  5.202E+02     112 A        24 A        18 A   
   3.75 keV   3.401E+01  5.332E+02     116 A        24 A        18 A   
   4.00 keV   3.513E+01  5.455E+02     120 A        25 A        19 A   
   4.50 keV   3.726E+01  5.682E+02     127 A        26 A        20 A   
   5.00 keV   3.927E+01  5.886E+02     135 A        28 A        21 A   
   5.50 keV   4.119E+01  6.072E+02     142 A        29 A        22 A   
   6.00 keV   4.302E+01  6.243E+02     149 A        30 A        23 A   
   6.50 keV   4.478E+01  6.400E+02     156 A        31 A        24 A   
   7.00 keV   4.647E+01  6.545E+02     163 A        33 A        25 A   
   8.00 keV   4.968E+01  6.807E+02     176 A        35 A        27 A   
   9.00 keV   5.269E+01  7.037E+02     188 A        37 A        29 A   
  10.00 keV   5.554E+01  7.240E+02     200 A        39 A        30 A   
  11.00 keV   5.825E+01  7.422E+02     212 A        41 A        32 A   
  12.00 keV   6.084E+01  7.586E+02     224 A        42 A        34 A   
  13.00 keV   6.333E+01  7.735E+02     235 A        44 A        35 A   
  14.00 keV   6.572E+01  7.871E+02     246 A        46 A        37 A   
  15.00 keV   6.803E+01  7.995E+02     257 A        47 A        38 A   
  16.00 keV   7.026E+01  8.109E+02     268 A        49 A        40 A   
  17.00 keV   7.242E+01  8.214E+02     278 A        51 A        41 A   
  18.00 keV   7.452E+01  8.312E+02     289 A        52 A        42 A   
  20.00 keV   7.855E+01  8.487E+02     309 A        55 A        45 A   
  22.50 keV   8.331E+01  8.673E+02     334 A        59 A        48 A   
  25.00 keV   8.782E+01  8.831E+02     359 A        63 A        52 A   
  27.50 keV   9.211E+01  8.967E+02     383 A        66 A        55 A   
  30.00 keV   9.620E+01  9.083E+02     406 A        69 A        58 A   
  32.50 keV   1.001E+02  9.184E+02     430 A        73 A        61 A   
  35.00 keV   1.039E+02  9.271E+02     453 A        76 A        64 A   
  37.50 keV   1.076E+02  9.347E+02     475 A        79 A        67 A   
  40.00 keV   1.111E+02  9.413E+02     498 A        82 A        70 A   
  45.00 keV   1.178E+02  9.521E+02     542 A        89 A        75 A   
  50.00 keV   1.242E+02  9.603E+02     586 A        95 A        81 A   
  55.00 keV   1.303E+02  9.664E+02     630 A       100 A        86 A   
  60.00 keV   1.361E+02  9.709E+02     673 A       106 A        91 A   
  65.00 keV   1.416E+02  9.740E+02     716 A       112 A        96 A   
  70.00 keV   1.470E+02  9.761E+02     758 A       117 A       101 A   
  80.00 keV   1.571E+02  9.776E+02     842 A       129 A       111 A   
  90.00 keV   1.666E+02  9.765E+02     926 A       139 A       121 A   
 100.00 keV   1.756E+02  9.736E+02    1009 A       150 A       131 A   
 110.00 keV   1.842E+02  9.694E+02    1092 A       161 A       140 A   
 120.00 keV   1.924E+02  9.641E+02    1175 A       171 A       149 A   
 130.00 keV   2.003E+02  9.582E+02    1258 A       181 A       159 A   
 140.00 keV   2.078E+02  9.517E+02    1340 A       191 A       168 A   
 150.00 keV   2.151E+02  9.448E+02    1423 A       201 A       177 A   
 160.00 keV   2.222E+02  9.376E+02    1505 A       211 A       186 A   
 170.00 keV   2.290E+02  9.302E+02    1588 A       220 A       195 A   
 180.00 keV   2.357E+02  9.227E+02    1671 A       230 A       203 A   
 200.00 keV   2.642E+02  9.075E+02    1836 A       249 A       221 A   
 225.00 keV   2.940E+02  8.885E+02    2040 A       273 A       242 A   
 250.00 keV   3.103E+02  8.697E+02    2244 A       295 A       263 A   
 275.00 keV   3.204E+02  8.515E+02    2449 A       318 A       284 A   
 300.00 keV   3.278E+02  8.338E+02    2656 A       340 A       305 A   
 325.00 keV   3.344E+02  8.168E+02    2865 A       362 A       325 A   
 350.00 keV   3.412E+02  8.004E+02    3076 A       383 A       346 A   
 375.00 keV   3.486E+02  7.847E+02    3289 A       405 A       366 A   
 400.00 keV   3.567E+02  7.696E+02    3503 A       426 A       387 A   
 450.00 keV   3.752E+02  7.412E+02    3935 A       469 A       428 A   
 500.00 keV   3.962E+02  7.151E+02    4371 A       512 A       468 A   
 550.00 keV   4.188E+02  6.909E+02    4808 A       553 A       508 A   
 600.00 keV   4.422E+02  6.686E+02    5246 A       592 A       548 A   
 650.00 keV   4.660E+02  6.479E+02    5684 A       631 A       587 A   
 700.00 keV   4.895E+02  6.286E+02    6120 A       668 A       626 A   
 800.00 keV   5.347E+02  5.939E+02    6988 A       743 A       701 A   
 900.00 keV   5.762E+02  5.634E+02    7849 A       813 A       775 A   
   1.00 MeV   6.136E+02  5.363E+02    8703 A       879 A       846 A   
   1.10 MeV   6.469E+02  5.122E+02    9551 A       941 A       914 A   
   1.20 MeV   6.767E+02  4.904E+02    1.04 um      999 A       981 A   
   1.30 MeV   7.034E+02  4.708E+02    1.12 um     1055 A      1046 A   
   1.40 MeV   7.277E+02  4.529E+02    1.21 um     1109 A      1109 A   
   1.50 MeV   7.501E+02  4.366E+02    1.29 um     1160 A      1171 A   
   1.60 MeV   7.709E+02  4.215E+02    1.37 um     1209 A      1232 A   
   1.70 MeV   7.907E+02  4.077E+02    1.45 um     1256 A      1291 A   
   1.80 MeV   8.095E+02  3.948E+02    1.54 um     1302 A      1348 A   
   2.00 MeV   8.455E+02  3.718E+02    1.70 um     1398 A      1460 A   
   2.25 MeV   8.885E+02  3.471E+02    1.90 um     1513 A      1593 A   
   2.50 MeV   9.306E+02  3.259E+02    2.10 um     1619 A      1719 A   
   2.75 MeV   9.726E+02  3.074E+02    2.29 um     1716 A      1839 A   
   3.00 MeV   1.015E+03  2.913E+02    2.48 um     1805 A      1953 A   
   3.25 MeV   1.058E+03  2.770E+02    2.67 um     1888 A      2062 A   
   3.50 MeV   1.101E+03  2.642E+02    2.85 um     1965 A      2164 A   
   3.75 MeV   1.146E+03  2.527E+02    3.03 um     2036 A      2262 A   
   4.00 MeV   1.192E+03  2.422E+02    3.21 um     2101 A      2354 A   
   4.50 MeV   1.285E+03  2.241E+02    3.54 um     2245 A      2526 A   
   5.00 MeV   1.382E+03  2.088E+02    3.86 um     2367 A      2680 A   
   5.50 MeV   1.482E+03  1.957E+02    4.17 um     2474 A      2819 A   
   6.00 MeV   1.584E+03  1.843E+02    4.46 um     2566 A      2945 A   
   6.50 MeV   1.687E+03  1.743E+02    4.73 um     2647 A      3058 A   
   7.00 MeV   1.792E+03  1.655E+02    4.99 um     2719 A      3162 A   
   8.00 MeV   2.003E+03  1.505E+02    5.47 um     2879 A      3341 A   
   9.00 MeV   2.214E+03  1.383E+02    5.91 um     3007 A      3492 A   
  10.00 MeV   2.423E+03  1.281E+02    6.32 um     3110 A      3620 A   
  11.00 MeV   2.626E+03  1.195E+02    6.70 um     3196 A      3730 A   
  12.00 MeV   2.824E+03  1.120E+02    7.05 um     3269 A      3825 A   
  13.00 MeV   3.015E+03  1.056E+02    7.38 um     3331 A      3909 A   
  14.00 MeV   3.197E+03  9.986E+01    7.69 um     3385 A      3983 A   
  15.00 MeV   3.372E+03  9.480E+01    7.98 um     3433 A      4050 A   
  16.00 MeV   3.538E+03  9.028E+01    8.26 um     3476 A      4109 A   
  17.00 MeV   3.696E+03  8.622E+01    8.53 um     3514 A      4163 A   
  18.00 MeV   3.846E+03  8.253E+01    8.79 um     3549 A      4213 A   
  20.00 MeV   4.123E+03  7.612E+01    9.28 um     3643 A      4300 A   
  22.50 MeV   4.432E+03  6.949E+01    9.86 um     3759 A      4392 A   
  25.00 MeV   4.704E+03  6.402E+01   10.39 um     3858 A      4470 A   
  27.50 MeV   4.948E+03  5.941E+01   10.90 um     3943 A      4538 A   
  30.00 MeV   5.167E+03  5.548E+01   11.39 um     4019 A      4597 A   
  32.50 MeV   5.365E+03  5.207E+01   11.86 um     4088 A      4650 A   
  35.00 MeV   5.547E+03  4.909E+01   12.32 um     4150 A      4698 A   
  37.50 MeV   5.714E+03  4.646E+01   12.76 um     4207 A      4742 A   
  40.00 MeV   5.868E+03  4.413E+01   13.18 um     4260 A      4782 A   
  45.00 MeV   6.143E+03  4.014E+01   14.01 um     4434 A      4853 A   
  50.00 MeV   6.381E+03  3.686E+01   14.80 um     4588 A      4914 A   
  55.00 MeV   6.587E+03  3.412E+01   15.57 um     4726 A      4969 A   
  60.00 MeV   6.766E+03  3.178E+01   16.31 um     4852 A      5019 A   
  65.00 MeV   6.922E+03  2.977E+01   17.04 um     4969 A      5064 A   
  70.00 MeV   7.058E+03  2.802E+01   17.75 um     5078 A      5105 A   
  80.00 MeV   7.278E+03  2.510E+01   19.14 um     5459 A      5179 A   
  90.00 MeV   7.443E+03  2.277E+01   20.49 um     5796 A      5245 A   
 100.00 MeV   7.566E+03  2.086E+01   21.82 um     6102 A      5304 A   
 110.00 MeV   7.655E+03  1.927E+01   23.13 um     6386 A      5358 A   
 120.00 MeV   7.717E+03  1.791E+01   24.43 um     6652 A      5408 A   
 130.00 MeV   7.758E+03  1.675E+01   25.72 um     6904 A      5456 A   
 140.00 MeV   7.782E+03  1.574E+01   27.00 um     7145 A      5501 A   
 150.00 MeV   7.792E+03  1.485E+01   28.28 um     7377 A      5544 A   
 160.00 MeV   7.792E+03  1.406E+01   29.57 um     7602 A      5585 A   
 170.00 MeV   7.782E+03  1.336E+01   30.85 um     7820 A      5624 A   
 180.00 MeV   7.765E+03  1.273E+01   32.13 um     8033 A      5663 A   
 200.00 MeV   7.822E+03  1.164E+01   34.69 um     8820 A      5737 A   
 225.00 MeV   7.859E+03  1.053E+01   37.88 um     9912 A      5823 A   
 250.00 MeV   7.757E+03  9.624E+00   41.07 um     1.09 um     5906 A   
 275.00 MeV   7.651E+03  8.870E+00   44.32 um     1.18 um     5986 A   
 300.00 MeV   7.545E+03  8.232E+00   47.60 um     1.27 um     6065 A   
 325.00 MeV   7.440E+03  7.685E+00   50.94 um     1.36 um     6142 A   
 350.00 MeV   7.335E+03  7.210E+00   54.32 um     1.44 um     6219 A   
 375.00 MeV   7.232E+03  6.793E+00   57.75 um     1.52 um     6295 A   
 400.00 MeV   7.131E+03  6.425E+00   61.22 um     1.60 um     6371 A   
 450.00 MeV   6.934E+03  5.802E+00   68.33 um     1.89 um     6524 A   
 500.00 MeV   6.744E+03  5.295E+00   75.64 um     2.15 um     6677 A   
 550.00 MeV   6.562E+03  4.874E+00   83.15 um     2.40 um     6833 A   
 600.00 MeV   6.387E+03  4.518E+00   90.87 um     2.64 um     6991 A   
 650.00 MeV   6.219E+03  4.214E+00   98.79 um     2.87 um     7152 A   
 700.00 MeV   6.058E+03  3.949E+00  106.94 um     3.09 um     7317 A   
 800.00 MeV   5.754E+03  3.514E+00  123.87 um     3.91 um     7659 A   
 900.00 MeV   5.473E+03  3.169E+00  141.69 um     4.65 um     8019 A   
   1.00 GeV   5.215E+03  2.888E+00  160.40 um     5.35 um     8398 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.4859E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
