 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 14, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Krypton in  H- C.txt

 Ion = Krypton [36] , Mass = 80.916 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    2.212E+00  1.731E+01       7 A         2 A         1 A   
6.49999 eV    2.303E+00  1.824E+01       7 A         2 A         1 A   
6.99999 eV    2.390E+00  1.914E+01       7 A         2 A         1 A   
7.99999 eV    2.555E+00  2.087E+01       8 A         2 A         1 A   
8.99999 eV    2.709E+00  2.252E+01       8 A         2 A         1 A   
9.99999 eV    2.856E+00  2.409E+01       8 A         2 A         1 A   
10.9999 eV    2.995E+00  2.561E+01       9 A         2 A         1 A   
11.9999 eV    3.129E+00  2.707E+01       9 A         2 A         1 A   
12.9999 eV    3.256E+00  2.848E+01       9 A         2 A         2 A   
13.9999 eV    3.379E+00  2.984E+01       9 A         2 A         2 A   
14.9999 eV    3.498E+00  3.117E+01      10 A         2 A         2 A   
15.9999 eV    3.613E+00  3.246E+01      10 A         2 A         2 A   
16.9999 eV    3.724E+00  3.372E+01      10 A         2 A         2 A   
17.9999 eV    3.832E+00  3.494E+01      10 A         2 A         2 A   
19.9999 eV    4.039E+00  3.731E+01      11 A         3 A         2 A   
22.4999 eV    4.284E+00  4.013E+01      11 A         3 A         2 A   
24.9999 eV    4.516E+00  4.282E+01      12 A         3 A         2 A   
27.4999 eV    4.736E+00  4.539E+01      12 A         3 A         2 A   
29.9999 eV    4.947E+00  4.786E+01      13 A         3 A         2 A   
32.4999 eV    5.149E+00  5.024E+01      13 A         3 A         2 A   
34.9999 eV    5.343E+00  5.254E+01      14 A         3 A         2 A   
37.4999 eV    5.531E+00  5.476E+01      14 A         3 A         2 A   
39.9999 eV    5.712E+00  5.692E+01      14 A         3 A         2 A   
44.9999 eV    6.059E+00  6.105E+01      15 A         4 A         3 A   
49.9999 eV    6.386E+00  6.498E+01      16 A         4 A         3 A   
54.9999 eV    6.698E+00  6.873E+01      16 A         4 A         3 A   
59.9999 eV    6.996E+00  7.231E+01      17 A         4 A         3 A   
64.9999 eV    7.282E+00  7.576E+01      17 A         4 A         3 A   
69.9999 eV    7.556E+00  7.907E+01      18 A         4 A         3 A   
79.9999 eV    8.078E+00  8.537E+01      19 A         5 A         3 A   
89.9999 eV    8.568E+00  9.129E+01      20 A         5 A         3 A   
99.9999 eV    9.032E+00  9.689E+01      21 A         5 A         4 A   
    110 eV    9.472E+00  1.022E+02      21 A         5 A         4 A   
    120 eV    9.894E+00  1.073E+02      22 A         5 A         4 A   
    130 eV    1.030E+01  1.121E+02      23 A         6 A         4 A   
139.999 eV    1.069E+01  1.168E+02      24 A         6 A         4 A   
149.999 eV    1.106E+01  1.213E+02      24 A         6 A         4 A   
159.999 eV    1.142E+01  1.256E+02      25 A         6 A         4 A   
169.999 eV    1.178E+01  1.298E+02      26 A         6 A         5 A   
179.999 eV    1.212E+01  1.338E+02      26 A         6 A         5 A   
199.999 eV    1.277E+01  1.415E+02      28 A         7 A         5 A   
224.999 eV    1.355E+01  1.506E+02      29 A         7 A         5 A   
249.999 eV    1.428E+01  1.591E+02      30 A         7 A         5 A   
274.999 eV    1.498E+01  1.672E+02      32 A         8 A         5 A   
299.999 eV    1.564E+01  1.748E+02      33 A         8 A         6 A   
324.999 eV    1.628E+01  1.820E+02      34 A         8 A         6 A   
349.999 eV    1.690E+01  1.889E+02      35 A         9 A         6 A   
374.999 eV    1.749E+01  1.956E+02      36 A         9 A         6 A   
399.999 eV    1.806E+01  2.019E+02      37 A         9 A         6 A   
449.999 eV    1.916E+01  2.139E+02      39 A        10 A         7 A   
499.999 eV    2.020E+01  2.251E+02      41 A        10 A         7 A   
549.999 eV    2.118E+01  2.356E+02      43 A        10 A         7 A   
599.999 eV    2.212E+01  2.454E+02      44 A        11 A         8 A   
649.999 eV    2.303E+01  2.547E+02      46 A        11 A         8 A   
699.999 eV    2.390E+01  2.636E+02      48 A        11 A         8 A   
799.999 eV    2.555E+01  2.801E+02      51 A        12 A         9 A   
899.999 eV    2.709E+01  2.952E+02      54 A        13 A         9 A   
999.999 eV    2.856E+01  3.091E+02      56 A        13 A        10 A   
   1.10 keV   2.995E+01  3.221E+02      59 A        14 A        10 A   
   1.20 keV   3.129E+01  3.342E+02      62 A        14 A        10 A   
   1.30 keV   3.256E+01  3.456E+02      64 A        15 A        11 A   
   1.40 keV   3.379E+01  3.563E+02      66 A        15 A        11 A   
   1.50 keV   3.498E+01  3.665E+02      69 A        16 A        12 A   
   1.60 keV   3.613E+01  3.761E+02      71 A        16 A        12 A   
   1.70 keV   3.724E+01  3.853E+02      73 A        17 A        12 A   
   1.80 keV   3.832E+01  3.940E+02      75 A        17 A        13 A   
   2.00 keV   4.039E+01  4.104E+02      79 A        18 A        13 A   
   2.25 keV   4.284E+01  4.291E+02      84 A        19 A        14 A   
   2.50 keV   4.516E+01  4.460E+02      89 A        20 A        15 A   
   2.75 keV   4.736E+01  4.616E+02      94 A        21 A        15 A   
   3.00 keV   4.947E+01  4.759E+02      98 A        22 A        16 A   
   3.25 keV   5.149E+01  4.892E+02     102 A        22 A        17 A   
   3.50 keV   5.343E+01  5.016E+02     106 A        23 A        17 A   
   3.75 keV   5.531E+01  5.132E+02     111 A        24 A        18 A   
   4.00 keV   5.712E+01  5.241E+02     115 A        25 A        19 A   
   4.50 keV   6.059E+01  5.441E+02     122 A        26 A        20 A   
   5.00 keV   6.386E+01  5.620E+02     130 A        27 A        21 A   
   5.50 keV   6.698E+01  5.782E+02     137 A        29 A        22 A   
   6.00 keV   6.996E+01  5.929E+02     144 A        30 A        23 A   
   6.50 keV   7.282E+01  6.064E+02     151 A        31 A        24 A   
   7.00 keV   7.556E+01  6.188E+02     158 A        32 A        25 A   
   8.00 keV   8.078E+01  6.409E+02     171 A        34 A        27 A   
   9.00 keV   8.568E+01  6.600E+02     183 A        36 A        29 A   
  10.00 keV   9.032E+01  6.768E+02     196 A        39 A        31 A   
  11.00 keV   9.473E+01  6.917E+02     208 A        40 A        32 A   
  12.00 keV   9.894E+01  7.050E+02     219 A        42 A        34 A   
  13.00 keV   1.030E+02  7.169E+02     231 A        44 A        36 A   
  14.00 keV   1.069E+02  7.276E+02     242 A        46 A        37 A   
  15.00 keV   1.106E+02  7.373E+02     253 A        48 A        39 A   
  16.00 keV   1.142E+02  7.462E+02     264 A        49 A        40 A   
  17.00 keV   1.178E+02  7.542E+02     275 A        51 A        42 A   
  18.00 keV   1.212E+02  7.616E+02     285 A        53 A        43 A   
  20.00 keV   1.277E+02  7.746E+02     306 A        56 A        46 A   
  22.50 keV   1.355E+02  7.881E+02     332 A        60 A        50 A   
  25.00 keV   1.428E+02  7.992E+02     357 A        63 A        53 A   
  27.50 keV   1.498E+02  8.084E+02     382 A        67 A        56 A   
  30.00 keV   1.564E+02  8.160E+02     406 A        71 A        59 A   
  32.50 keV   1.628E+02  8.223E+02     430 A        74 A        63 A   
  35.00 keV   1.690E+02  8.275E+02     454 A        77 A        66 A   
  37.50 keV   1.749E+02  8.318E+02     478 A        81 A        69 A   
  40.00 keV   1.806E+02  8.353E+02     501 A        84 A        72 A   
  45.00 keV   1.916E+02  8.404E+02     547 A        91 A        77 A   
  50.00 keV   2.020E+02  8.434E+02     593 A        97 A        83 A   
  55.00 keV   2.118E+02  8.449E+02     638 A       103 A        89 A   
  60.00 keV   2.212E+02  8.452E+02     682 A       109 A        94 A   
  65.00 keV   2.303E+02  8.445E+02     727 A       115 A        99 A   
  70.00 keV   2.390E+02  8.430E+02     771 A       121 A       105 A   
  80.00 keV   2.555E+02  8.384E+02     858 A       132 A       115 A   
  90.00 keV   2.710E+02  8.321E+02     945 A       144 A       125 A   
 100.00 keV   2.856E+02  8.247E+02    1031 A       155 A       135 A   
 110.00 keV   2.996E+02  8.166E+02    1117 A       165 A       144 A   
 120.00 keV   3.129E+02  8.080E+02    1202 A       176 A       154 A   
 130.00 keV   3.256E+02  7.992E+02    1287 A       186 A       163 A   
 140.00 keV   3.379E+02  7.903E+02    1373 A       196 A       172 A   
 150.00 keV   3.498E+02  7.813E+02    1457 A       206 A       182 A   
 160.00 keV   3.613E+02  7.723E+02    1542 A       216 A       191 A   
 170.00 keV   3.306E+02  7.633E+02    1628 A       225 A       200 A   
 180.00 keV   3.017E+02  7.545E+02    1718 A       236 A       209 A   
 200.00 keV   2.692E+02  7.372E+02    1905 A       257 A       227 A   
 225.00 keV   2.569E+02  7.164E+02    2148 A       286 A       252 A   
 250.00 keV   2.611E+02  6.967E+02    2398 A       315 A       276 A   
 275.00 keV   2.733E+02  6.780E+02    2651 A       343 A       301 A   
 300.00 keV   2.892E+02  6.603E+02    2905 A       371 A       326 A   
 325.00 keV   3.063E+02  6.436E+02    3159 A       398 A       351 A   
 350.00 keV   3.235E+02  6.278E+02    3414 A       424 A       376 A   
 375.00 keV   3.402E+02  6.129E+02    3668 A       450 A       401 A   
 400.00 keV   3.559E+02  5.987E+02    3922 A       475 A       426 A   
 450.00 keV   3.844E+02  5.726E+02    4429 A       526 A       475 A   
 500.00 keV   4.091E+02  5.489E+02    4936 A       575 A       523 A   
 550.00 keV   4.305E+02  5.275E+02    5443 A       622 A       570 A   
 600.00 keV   4.492E+02  5.079E+02    5950 A       667 A       617 A   
 650.00 keV   4.661E+02  4.900E+02    6459 A       711 A       663 A   
 700.00 keV   4.814E+02  4.735E+02    6969 A       753 A       709 A   
 800.00 keV   5.089E+02  4.442E+02    7992 A       840 A       799 A   
 900.00 keV   5.341E+02  4.188E+02    9017 A       922 A       886 A   
   1.00 MeV   5.580E+02  3.966E+02    1.00 um      999 A       971 A   
   1.10 MeV   5.815E+02  3.770E+02    1.11 um     1072 A      1055 A   
   1.20 MeV   6.049E+02  3.596E+02    1.21 um     1142 A      1136 A   
   1.30 MeV   6.286E+02  3.439E+02    1.31 um     1208 A      1214 A   
   1.40 MeV   6.525E+02  3.298E+02    1.41 um     1270 A      1291 A   
   1.50 MeV   6.767E+02  3.169E+02    1.51 um     1330 A      1365 A   
   1.60 MeV   7.012E+02  3.052E+02    1.61 um     1386 A      1437 A   
   1.70 MeV   7.258E+02  2.945E+02    1.70 um     1440 A      1507 A   
   1.80 MeV   7.504E+02  2.845E+02    1.80 um     1491 A      1575 A   
   2.00 MeV   7.996E+02  2.669E+02    1.99 um     1596 A      1704 A   
   2.25 MeV   8.600E+02  2.480E+02    2.21 um     1719 A      1853 A   
   2.50 MeV   9.189E+02  2.320E+02    2.43 um     1828 A      1991 A   
   2.75 MeV   9.759E+02  2.182E+02    2.64 um     1924 A      2119 A   
   3.00 MeV   1.031E+03  2.061E+02    2.85 um     2011 A      2237 A   
   3.25 MeV   1.084E+03  1.955E+02    3.04 um     2089 A      2346 A   
   3.50 MeV   1.136E+03  1.860E+02    3.23 um     2160 A      2449 A   
   3.75 MeV   1.187E+03  1.776E+02    3.42 um     2224 A      2544 A   
   4.00 MeV   1.236E+03  1.699E+02    3.60 um     2284 A      2633 A   
   4.50 MeV   1.332E+03  1.567E+02    3.94 um     2413 A      2796 A   
   5.00 MeV   1.426E+03  1.456E+02    4.26 um     2523 A      2940 A   
   5.50 MeV   1.519E+03  1.361E+02    4.57 um     2619 A      3069 A   
   6.00 MeV   1.612E+03  1.279E+02    4.86 um     2702 A      3185 A   
   6.50 MeV   1.705E+03  1.208E+02    5.14 um     2775 A      3289 A   
   7.00 MeV   1.798E+03  1.144E+02    5.41 um     2840 A      3384 A   
   8.00 MeV   1.987E+03  1.038E+02    5.91 um     2990 A      3549 A   
   9.00 MeV   2.178E+03  9.514E+01    6.36 um     3111 A      3687 A   
  10.00 MeV   2.371E+03  8.794E+01    6.78 um     3209 A      3804 A   
  11.00 MeV   2.565E+03  8.186E+01    7.17 um     3292 A      3905 A   
  12.00 MeV   2.756E+03  7.664E+01    7.54 um     3361 A      3992 A   
  13.00 MeV   2.945E+03  7.210E+01    7.88 um     3420 A      4068 A   
  14.00 MeV   3.129E+03  6.812E+01    8.20 um     3472 A      4136 A   
  15.00 MeV   3.309E+03  6.460E+01    8.50 um     3517 A      4195 A   
  16.00 MeV   3.483E+03  6.145E+01    8.79 um     3557 A      4249 A   
  17.00 MeV   3.651E+03  5.863E+01    9.07 um     3592 A      4297 A   
  18.00 MeV   3.812E+03  5.607E+01    9.33 um     3625 A      4341 A   
  20.00 MeV   4.116E+03  5.163E+01    9.83 um     3714 A      4417 A   
  22.50 MeV   4.459E+03  4.706E+01   10.40 um     3824 A      4497 A   
  25.00 MeV   4.763E+03  4.328E+01   10.94 um     3916 A      4564 A   
  27.50 MeV   5.033E+03  4.012E+01   11.44 um     3995 A      4622 A   
  30.00 MeV   5.272E+03  3.742E+01   11.92 um     4065 A      4672 A   
  32.50 MeV   5.482E+03  3.509E+01   12.39 um     4128 A      4716 A   
  35.00 MeV   5.668E+03  3.305E+01   12.83 um     4185 A      4756 A   
  37.50 MeV   5.830E+03  3.125E+01   13.26 um     4238 A      4792 A   
  40.00 MeV   5.973E+03  2.966E+01   13.68 um     4287 A      4825 A   
  45.00 MeV   6.205E+03  2.694E+01   14.50 um     4453 A      4884 A   
  50.00 MeV   6.380E+03  2.472E+01   15.29 um     4602 A      4935 A   
  55.00 MeV   6.509E+03  2.285E+01   16.06 um     4739 A      4981 A   
  60.00 MeV   6.601E+03  2.127E+01   16.82 um     4868 A      5023 A   
  65.00 MeV   6.665E+03  1.991E+01   17.57 um     4990 A      5062 A   
  70.00 MeV   6.706E+03  1.872E+01   18.32 um     5107 A      5098 A   
  80.00 MeV   6.739E+03  1.675E+01   19.80 um     5532 A      5163 A   
  90.00 MeV   6.728E+03  1.518E+01   21.28 um     5925 A      5223 A   
 100.00 MeV   6.689E+03  1.389E+01   22.77 um     6296 A      5279 A   
 110.00 MeV   6.633E+03  1.282E+01   24.27 um     6650 A      5332 A   
 120.00 MeV   6.568E+03  1.191E+01   25.78 um     6993 A      5382 A   
 130.00 MeV   6.498E+03  1.113E+01   27.31 um     7325 A      5431 A   
 140.00 MeV   6.426E+03  1.046E+01   28.85 um     7650 A      5478 A   
 150.00 MeV   6.353E+03  9.860E+00   30.42 um     7969 A      5524 A   
 160.00 MeV   6.281E+03  9.333E+00   32.00 um     8282 A      5570 A   
 170.00 MeV   6.280E+03  8.863E+00   33.59 um     8587 A      5615 A   
 180.00 MeV   6.274E+03  8.441E+00   35.18 um     8882 A      5658 A   
 200.00 MeV   6.191E+03  7.713E+00   38.38 um     9980 A      5744 A   
 225.00 MeV   6.036E+03  6.972E+00   42.47 um     1.15 um     5849 A   
 250.00 MeV   5.900E+03  6.367E+00   46.65 um     1.30 um     5954 A   
 275.00 MeV   5.778E+03  5.865E+00   50.93 um     1.43 um     6058 A   
 300.00 MeV   5.667E+03  5.440E+00   55.30 um     1.56 um     6163 A   
 325.00 MeV   5.566E+03  5.076E+00   59.74 um     1.68 um     6269 A   
 350.00 MeV   5.471E+03  4.760E+00   64.27 um     1.80 um     6375 A   
 375.00 MeV   5.382E+03  4.483E+00   68.87 um     1.92 um     6482 A   
 400.00 MeV   5.297E+03  4.239E+00   73.55 um     2.03 um     6590 A   
 450.00 MeV   5.139E+03  3.825E+00   83.13 um     2.44 um     6810 A   
 500.00 MeV   4.990E+03  3.489E+00   93.00 um     2.81 um     7035 A   
 550.00 MeV   4.849E+03  3.210E+00  103.16 um     3.16 um     7266 A   
 600.00 MeV   4.714E+03  2.974E+00  113.61 um     3.49 um     7502 A   
 650.00 MeV   4.583E+03  2.773E+00  124.36 um     3.81 um     7745 A   
 700.00 MeV   4.457E+03  2.598E+00  135.42 um     4.12 um     7995 A   
 800.00 MeV   4.216E+03  2.310E+00  158.49 um     5.25 um     8516 A   
 900.00 MeV   3.990E+03  2.082E+00  182.86 um     6.28 um     9066 A   
   1.00 GeV   3.779E+03  1.897E+00  208.61 um     7.26 um     9649 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.9254E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
