 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 14, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Krypton in  H- C.txt

 Ion = Krypton [36] , Mass = 79.916 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    2.226E+00  1.741E+01       7 A         2 A         1 A   
6.49999 eV    2.317E+00  1.835E+01       7 A         2 A         1 A   
6.99999 eV    2.404E+00  1.926E+01       7 A         2 A         1 A   
7.99999 eV    2.570E+00  2.100E+01       8 A         2 A         1 A   
8.99999 eV    2.726E+00  2.265E+01       8 A         2 A         1 A   
9.99999 eV    2.874E+00  2.424E+01       8 A         2 A         1 A   
10.9999 eV    3.014E+00  2.576E+01       9 A         2 A         1 A   
11.9999 eV    3.148E+00  2.723E+01       9 A         2 A         1 A   
12.9999 eV    3.277E+00  2.865E+01       9 A         2 A         2 A   
13.9999 eV    3.400E+00  3.002E+01       9 A         2 A         2 A   
14.9999 eV    3.520E+00  3.135E+01      10 A         2 A         2 A   
15.9999 eV    3.635E+00  3.265E+01      10 A         2 A         2 A   
16.9999 eV    3.747E+00  3.391E+01      10 A         2 A         2 A   
17.9999 eV    3.856E+00  3.515E+01      10 A         2 A         2 A   
19.9999 eV    4.064E+00  3.753E+01      11 A         3 A         2 A   
22.4999 eV    4.311E+00  4.036E+01      11 A         3 A         2 A   
24.9999 eV    4.544E+00  4.306E+01      12 A         3 A         2 A   
27.4999 eV    4.766E+00  4.565E+01      12 A         3 A         2 A   
29.9999 eV    4.978E+00  4.813E+01      13 A         3 A         2 A   
32.4999 eV    5.181E+00  5.052E+01      13 A         3 A         2 A   
34.9999 eV    5.377E+00  5.283E+01      13 A         3 A         2 A   
37.4999 eV    5.565E+00  5.507E+01      14 A         3 A         2 A   
39.9999 eV    5.748E+00  5.723E+01      14 A         3 A         2 A   
44.9999 eV    6.096E+00  6.139E+01      15 A         4 A         3 A   
49.9999 eV    6.426E+00  6.534E+01      16 A         4 A         3 A   
54.9999 eV    6.740E+00  6.910E+01      16 A         4 A         3 A   
59.9999 eV    7.040E+00  7.270E+01      17 A         4 A         3 A   
64.9999 eV    7.327E+00  7.616E+01      17 A         4 A         3 A   
69.9999 eV    7.604E+00  7.949E+01      18 A         4 A         3 A   
79.9999 eV    8.129E+00  8.582E+01      19 A         5 A         3 A   
89.9999 eV    8.622E+00  9.177E+01      20 A         5 A         3 A   
99.9999 eV    9.088E+00  9.739E+01      21 A         5 A         4 A   
    110 eV    9.532E+00  1.027E+02      21 A         5 A         4 A   
    120 eV    9.955E+00  1.078E+02      22 A         5 A         4 A   
    130 eV    1.036E+01  1.127E+02      23 A         6 A         4 A   
139.999 eV    1.075E+01  1.174E+02      24 A         6 A         4 A   
149.999 eV    1.113E+01  1.219E+02      24 A         6 A         4 A   
159.999 eV    1.150E+01  1.262E+02      25 A         6 A         4 A   
169.999 eV    1.185E+01  1.304E+02      26 A         6 A         4 A   
179.999 eV    1.219E+01  1.345E+02      26 A         6 A         5 A   
199.999 eV    1.285E+01  1.422E+02      27 A         7 A         5 A   
224.999 eV    1.363E+01  1.513E+02      29 A         7 A         5 A   
249.999 eV    1.437E+01  1.599E+02      30 A         7 A         5 A   
274.999 eV    1.507E+01  1.679E+02      31 A         8 A         5 A   
299.999 eV    1.574E+01  1.756E+02      32 A         8 A         6 A   
324.999 eV    1.638E+01  1.828E+02      34 A         8 A         6 A   
349.999 eV    1.700E+01  1.898E+02      35 A         9 A         6 A   
374.999 eV    1.760E+01  1.964E+02      36 A         9 A         6 A   
399.999 eV    1.818E+01  2.028E+02      37 A         9 A         6 A   
449.999 eV    1.928E+01  2.148E+02      39 A        10 A         7 A   
499.999 eV    2.032E+01  2.260E+02      41 A        10 A         7 A   
549.999 eV    2.131E+01  2.365E+02      42 A        10 A         7 A   
599.999 eV    2.226E+01  2.464E+02      44 A        11 A         8 A   
649.999 eV    2.317E+01  2.558E+02      46 A        11 A         8 A   
699.999 eV    2.404E+01  2.647E+02      47 A        11 A         8 A   
799.999 eV    2.570E+01  2.812E+02      50 A        12 A         9 A   
899.999 eV    2.726E+01  2.963E+02      53 A        13 A         9 A   
999.999 eV    2.874E+01  3.103E+02      56 A        13 A        10 A   
   1.10 keV   3.014E+01  3.233E+02      59 A        14 A        10 A   
   1.20 keV   3.148E+01  3.354E+02      61 A        14 A        10 A   
   1.30 keV   3.277E+01  3.468E+02      64 A        15 A        11 A   
   1.40 keV   3.400E+01  3.576E+02      66 A        15 A        11 A   
   1.50 keV   3.520E+01  3.677E+02      68 A        16 A        12 A   
   1.60 keV   3.635E+01  3.774E+02      70 A        16 A        12 A   
   1.70 keV   3.747E+01  3.865E+02      73 A        17 A        12 A   
   1.80 keV   3.856E+01  3.953E+02      75 A        17 A        13 A   
   2.00 keV   4.064E+01  4.117E+02      79 A        18 A        13 A   
   2.25 keV   4.311E+01  4.303E+02      84 A        19 A        14 A   
   2.50 keV   4.544E+01  4.473E+02      88 A        20 A        15 A   
   2.75 keV   4.766E+01  4.629E+02      93 A        21 A        15 A   
   3.00 keV   4.978E+01  4.772E+02      97 A        22 A        16 A   
   3.25 keV   5.181E+01  4.905E+02     102 A        22 A        17 A   
   3.50 keV   5.377E+01  5.029E+02     106 A        23 A        17 A   
   3.75 keV   5.565E+01  5.145E+02     110 A        24 A        18 A   
   4.00 keV   5.748E+01  5.254E+02     114 A        25 A        19 A   
   4.50 keV   6.096E+01  5.454E+02     122 A        26 A        20 A   
   5.00 keV   6.426E+01  5.632E+02     129 A        27 A        21 A   
   5.50 keV   6.740E+01  5.794E+02     136 A        29 A        22 A   
   6.00 keV   7.040E+01  5.941E+02     143 A        30 A        23 A   
   6.50 keV   7.327E+01  6.075E+02     150 A        31 A        24 A   
   7.00 keV   7.604E+01  6.199E+02     157 A        32 A        25 A   
   8.00 keV   8.129E+01  6.419E+02     170 A        34 A        27 A   
   9.00 keV   8.622E+01  6.610E+02     183 A        37 A        29 A   
  10.00 keV   9.088E+01  6.778E+02     195 A        39 A        31 A   
  11.00 keV   9.532E+01  6.926E+02     207 A        40 A        32 A   
  12.00 keV   9.955E+01  7.058E+02     218 A        42 A        34 A   
  13.00 keV   1.036E+02  7.176E+02     230 A        44 A        36 A   
  14.00 keV   1.075E+02  7.283E+02     241 A        46 A        37 A   
  15.00 keV   1.113E+02  7.380E+02     252 A        48 A        39 A   
  16.00 keV   1.150E+02  7.468E+02     263 A        49 A        40 A   
  17.00 keV   1.185E+02  7.548E+02     274 A        51 A        42 A   
  18.00 keV   1.219E+02  7.621E+02     284 A        53 A        43 A   
  20.00 keV   1.285E+02  7.750E+02     305 A        56 A        46 A   
  22.50 keV   1.363E+02  7.884E+02     331 A        60 A        50 A   
  25.00 keV   1.437E+02  7.994E+02     356 A        64 A        53 A   
  27.50 keV   1.507E+02  8.084E+02     381 A        67 A        56 A   
  30.00 keV   1.574E+02  8.159E+02     405 A        71 A        60 A   
  32.50 keV   1.638E+02  8.221E+02     429 A        74 A        63 A   
  35.00 keV   1.700E+02  8.272E+02     453 A        78 A        66 A   
  37.50 keV   1.760E+02  8.314E+02     476 A        81 A        69 A   
  40.00 keV   1.818E+02  8.348E+02     500 A        84 A        72 A   
  45.00 keV   1.928E+02  8.397E+02     546 A        91 A        78 A   
  50.00 keV   2.032E+02  8.426E+02     591 A        97 A        83 A   
  55.00 keV   2.131E+02  8.440E+02     636 A       103 A        89 A   
  60.00 keV   2.226E+02  8.441E+02     681 A       109 A        94 A   
  65.00 keV   2.317E+02  8.433E+02     725 A       115 A       100 A   
  70.00 keV   2.404E+02  8.417E+02     769 A       121 A       105 A   
  80.00 keV   2.571E+02  8.368E+02     856 A       133 A       115 A   
  90.00 keV   2.726E+02  8.303E+02     943 A       144 A       125 A   
 100.00 keV   2.874E+02  8.228E+02    1029 A       155 A       135 A   
 110.00 keV   3.014E+02  8.145E+02    1115 A       166 A       145 A   
 120.00 keV   3.148E+02  8.059E+02    1201 A       176 A       154 A   
 130.00 keV   3.277E+02  7.969E+02    1286 A       186 A       164 A   
 140.00 keV   3.400E+02  7.879E+02    1371 A       197 A       173 A   
 150.00 keV   3.520E+02  7.788E+02    1456 A       207 A       182 A   
 160.00 keV   3.626E+02  7.697E+02    1540 A       216 A       191 A   
 170.00 keV   3.235E+02  7.607E+02    1627 A       226 A       200 A   
 180.00 keV   2.966E+02  7.518E+02    1717 A       237 A       209 A   
 200.00 keV   2.668E+02  7.343E+02    1905 A       259 A       228 A   
 225.00 keV   2.568E+02  7.135E+02    2150 A       287 A       253 A   
 250.00 keV   2.623E+02  6.936E+02    2400 A       316 A       277 A   
 275.00 keV   2.753E+02  6.749E+02    2653 A       345 A       302 A   
 300.00 keV   2.917E+02  6.572E+02    2907 A       373 A       328 A   
 325.00 keV   3.091E+02  6.404E+02    3162 A       400 A       353 A   
 350.00 keV   3.265E+02  6.246E+02    3416 A       426 A       378 A   
 375.00 keV   3.432E+02  6.096E+02    3670 A       452 A       403 A   
 400.00 keV   3.590E+02  5.955E+02    3924 A       478 A       428 A   
 450.00 keV   3.874E+02  5.693E+02    4431 A       529 A       477 A   
 500.00 keV   4.119E+02  5.457E+02    4938 A       578 A       525 A   
 550.00 keV   4.332E+02  5.243E+02    5445 A       625 A       573 A   
 600.00 keV   4.519E+02  5.048E+02    5953 A       670 A       620 A   
 650.00 keV   4.686E+02  4.869E+02    6462 A       714 A       666 A   
 700.00 keV   4.839E+02  4.704E+02    6972 A       756 A       712 A   
 800.00 keV   5.115E+02  4.412E+02    7995 A       843 A       802 A   
 900.00 keV   5.368E+02  4.159E+02    9021 A       925 A       889 A   
   1.00 MeV   5.609E+02  3.938E+02    1.00 um     1002 A       975 A   
   1.10 MeV   5.847E+02  3.743E+02    1.11 um     1076 A      1058 A   
   1.20 MeV   6.085E+02  3.569E+02    1.21 um     1145 A      1139 A   
   1.30 MeV   6.325E+02  3.413E+02    1.31 um     1211 A      1218 A   
   1.40 MeV   6.567E+02  3.273E+02    1.41 um     1274 A      1295 A   
   1.50 MeV   6.813E+02  3.145E+02    1.51 um     1333 A      1369 A   
   1.60 MeV   7.061E+02  3.028E+02    1.61 um     1389 A      1441 A   
   1.70 MeV   7.310E+02  2.921E+02    1.70 um     1443 A      1511 A   
   1.80 MeV   7.560E+02  2.823E+02    1.80 um     1494 A      1579 A   
   2.00 MeV   8.057E+02  2.647E+02    1.99 um     1598 A      1707 A   
   2.25 MeV   8.667E+02  2.460E+02    2.21 um     1721 A      1856 A   
   2.50 MeV   9.261E+02  2.300E+02    2.43 um     1828 A      1994 A   
   2.75 MeV   9.836E+02  2.163E+02    2.64 um     1924 A      2121 A   
   3.00 MeV   1.039E+03  2.043E+02    2.84 um     2010 A      2238 A   
   3.25 MeV   1.093E+03  1.938E+02    3.04 um     2087 A      2347 A   
   3.50 MeV   1.145E+03  1.844E+02    3.23 um     2158 A      2449 A   
   3.75 MeV   1.196E+03  1.760E+02    3.41 um     2222 A      2543 A   
   4.00 MeV   1.246E+03  1.684E+02    3.59 um     2281 A      2632 A   
   4.50 MeV   1.343E+03  1.553E+02    3.93 um     2409 A      2793 A   
   5.00 MeV   1.438E+03  1.442E+02    4.25 um     2518 A      2937 A   
   5.50 MeV   1.532E+03  1.348E+02    4.56 um     2612 A      3064 A   
   6.00 MeV   1.626E+03  1.267E+02    4.85 um     2694 A      3179 A   
   6.50 MeV   1.720E+03  1.196E+02    5.12 um     2767 A      3283 A   
   7.00 MeV   1.814E+03  1.134E+02    5.39 um     2831 A      3376 A   
   8.00 MeV   2.006E+03  1.028E+02    5.88 um     2979 A      3539 A   
   9.00 MeV   2.200E+03  9.423E+01    6.33 um     3098 A      3676 A   
  10.00 MeV   2.396E+03  8.710E+01    6.75 um     3195 A      3792 A   
  11.00 MeV   2.591E+03  8.107E+01    7.14 um     3276 A      3891 A   
  12.00 MeV   2.785E+03  7.589E+01    7.50 um     3344 A      3977 A   
  13.00 MeV   2.975E+03  7.140E+01    7.83 um     3403 A      4052 A   
  14.00 MeV   3.161E+03  6.745E+01    8.15 um     3454 A      4119 A   
  15.00 MeV   3.342E+03  6.396E+01    8.45 um     3498 A      4178 A   
  16.00 MeV   3.517E+03  6.084E+01    8.74 um     3537 A      4230 A   
  17.00 MeV   3.686E+03  5.804E+01    9.01 um     3573 A      4278 A   
  18.00 MeV   3.848E+03  5.551E+01    9.27 um     3604 A      4321 A   
  20.00 MeV   4.152E+03  5.112E+01    9.76 um     3693 A      4397 A   
  22.50 MeV   4.495E+03  4.658E+01   10.33 um     3801 A      4475 A   
  25.00 MeV   4.799E+03  4.285E+01   10.87 um     3892 A      4542 A   
  27.50 MeV   5.068E+03  3.971E+01   11.37 um     3971 A      4598 A   
  30.00 MeV   5.305E+03  3.704E+01   11.85 um     4040 A      4648 A   
  32.50 MeV   5.514E+03  3.473E+01   12.30 um     4103 A      4692 A   
  35.00 MeV   5.698E+03  3.271E+01   12.75 um     4160 A      4731 A   
  37.50 MeV   5.858E+03  3.093E+01   13.18 um     4212 A      4767 A   
  40.00 MeV   5.999E+03  2.935E+01   13.60 um     4261 A      4799 A   
  45.00 MeV   6.228E+03  2.667E+01   14.41 um     4426 A      4858 A   
  50.00 MeV   6.398E+03  2.446E+01   15.20 um     4575 A      4909 A   
  55.00 MeV   6.523E+03  2.262E+01   15.97 um     4713 A      4954 A   
  60.00 MeV   6.613E+03  2.105E+01   16.73 um     4841 A      4996 A   
  65.00 MeV   6.673E+03  1.970E+01   17.48 um     4964 A      5034 A   
  70.00 MeV   6.712E+03  1.852E+01   18.22 um     5081 A      5070 A   
  80.00 MeV   6.740E+03  1.657E+01   19.70 um     5508 A      5135 A   
  90.00 MeV   6.725E+03  1.502E+01   21.19 um     5902 A      5195 A   
 100.00 MeV   6.683E+03  1.375E+01   22.67 um     6275 A      5251 A   
 110.00 MeV   6.625E+03  1.269E+01   24.17 um     6631 A      5304 A   
 120.00 MeV   6.558E+03  1.179E+01   25.69 um     6975 A      5354 A   
 130.00 MeV   6.487E+03  1.102E+01   27.22 um     7310 A      5403 A   
 140.00 MeV   6.413E+03  1.034E+01   28.77 um     7637 A      5450 A   
 150.00 MeV   6.339E+03  9.755E+00   30.33 um     7957 A      5497 A   
 160.00 MeV   6.268E+03  9.233E+00   31.92 um     8272 A      5542 A   
 170.00 MeV   6.280E+03  8.768E+00   33.51 um     8578 A      5587 A   
 180.00 MeV   6.270E+03  8.350E+00   35.10 um     8873 A      5631 A   
 200.00 MeV   6.174E+03  7.630E+00   38.31 um     9976 A      5717 A   
 225.00 MeV   6.020E+03  6.896E+00   42.41 um     1.15 um     5823 A   
 250.00 MeV   5.884E+03  6.298E+00   46.60 um     1.30 um     5928 A   
 275.00 MeV   5.762E+03  5.801E+00   50.89 um     1.43 um     6033 A   
 300.00 MeV   5.652E+03  5.381E+00   55.27 um     1.56 um     6139 A   
 325.00 MeV   5.550E+03  5.021E+00   59.73 um     1.69 um     6245 A   
 350.00 MeV   5.455E+03  4.708E+00   64.27 um     1.80 um     6352 A   
 375.00 MeV   5.366E+03  4.434E+00   68.89 um     1.92 um     6460 A   
 400.00 MeV   5.281E+03  4.192E+00   73.58 um     2.03 um     6569 A   
 450.00 MeV   5.122E+03  3.783E+00   83.19 um     2.45 um     6790 A   
 500.00 MeV   4.972E+03  3.451E+00   93.09 um     2.82 um     7017 A   
 550.00 MeV   4.830E+03  3.175E+00  103.29 um     3.17 um     7250 A   
 600.00 MeV   4.694E+03  2.942E+00  113.78 um     3.50 um     7489 A   
 650.00 MeV   4.562E+03  2.742E+00  124.58 um     3.82 um     7735 A   
 700.00 MeV   4.435E+03  2.569E+00  135.69 um     4.13 um     7987 A   
 800.00 MeV   4.193E+03  2.284E+00  158.88 um     5.27 um     8514 A   
 900.00 MeV   3.966E+03  2.059E+00  183.40 um     6.31 um     9071 A   
   1.00 GeV   3.754E+03  1.876E+00  209.31 um     7.30 um     9661 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.9285E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
