 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Rubidium in  H- C.txt

 Ion = Rubidium [37] , Mass = 93.926 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.309E+00  1.608E+01       8 A         2 A         1 A   
6.49999 eV    1.363E+00  1.695E+01       8 A         2 A         1 A   
6.99999 eV    1.414E+00  1.780E+01       8 A         2 A         1 A   
7.99999 eV    1.512E+00  1.942E+01       9 A         2 A         1 A   
8.99999 eV    1.604E+00  2.096E+01       9 A         2 A         1 A   
9.99999 eV    1.690E+00  2.244E+01       9 A         2 A         1 A   
10.9999 eV    1.773E+00  2.386E+01      10 A         2 A         2 A   
11.9999 eV    1.852E+00  2.523E+01      10 A         2 A         2 A   
12.9999 eV    1.927E+00  2.656E+01      10 A         2 A         2 A   
13.9999 eV    2.000E+00  2.784E+01      11 A         2 A         2 A   
14.9999 eV    2.070E+00  2.909E+01      11 A         2 A         2 A   
15.9999 eV    2.138E+00  3.030E+01      11 A         3 A         2 A   
16.9999 eV    2.204E+00  3.148E+01      12 A         3 A         2 A   
17.9999 eV    2.268E+00  3.264E+01      12 A         3 A         2 A   
19.9999 eV    2.391E+00  3.487E+01      12 A         3 A         2 A   
22.4999 eV    2.536E+00  3.753E+01      13 A         3 A         2 A   
24.9999 eV    2.673E+00  4.006E+01      14 A         3 A         2 A   
27.4999 eV    2.803E+00  4.249E+01      14 A         3 A         2 A   
29.9999 eV    2.928E+00  4.482E+01      15 A         3 A         2 A   
32.4999 eV    3.048E+00  4.707E+01      15 A         3 A         2 A   
34.9999 eV    3.163E+00  4.925E+01      15 A         4 A         3 A   
37.4999 eV    3.274E+00  5.135E+01      16 A         4 A         3 A   
39.9999 eV    3.381E+00  5.340E+01      16 A         4 A         3 A   
44.9999 eV    3.586E+00  5.732E+01      17 A         4 A         3 A   
49.9999 eV    3.780E+00  6.104E+01      18 A         4 A         3 A   
54.9999 eV    3.964E+00  6.460E+01      18 A         4 A         3 A   
59.9999 eV    4.141E+00  6.800E+01      19 A         4 A         3 A   
64.9999 eV    4.310E+00  7.128E+01      20 A         5 A         3 A   
69.9999 eV    4.473E+00  7.444E+01      20 A         5 A         3 A   
79.9999 eV    4.781E+00  8.044E+01      21 A         5 A         4 A   
89.9999 eV    5.071E+00  8.609E+01      22 A         5 A         4 A   
99.9999 eV    5.346E+00  9.143E+01      23 A         5 A         4 A   
    110 eV    5.607E+00  9.651E+01      24 A         6 A         4 A   
    120 eV    5.856E+00  1.014E+02      25 A         6 A         4 A   
    130 eV    6.095E+00  1.060E+02      26 A         6 A         4 A   
139.999 eV    6.325E+00  1.105E+02      27 A         6 A         4 A   
149.999 eV    6.547E+00  1.148E+02      27 A         6 A         5 A   
159.999 eV    6.762E+00  1.189E+02      28 A         7 A         5 A   
169.999 eV    6.970E+00  1.229E+02      29 A         7 A         5 A   
179.999 eV    7.172E+00  1.268E+02      30 A         7 A         5 A   
199.999 eV    7.560E+00  1.343E+02      31 A         7 A         5 A   
224.999 eV    8.019E+00  1.430E+02      32 A         8 A         5 A   
249.999 eV    8.452E+00  1.512E+02      34 A         8 A         6 A   
274.999 eV    8.865E+00  1.590E+02      35 A         8 A         6 A   
299.999 eV    9.259E+00  1.664E+02      37 A         9 A         6 A   
324.999 eV    9.637E+00  1.734E+02      38 A         9 A         6 A   
349.999 eV    1.000E+01  1.801E+02      39 A         9 A         6 A   
374.999 eV    1.035E+01  1.865E+02      40 A         9 A         7 A   
399.999 eV    1.069E+01  1.927E+02      41 A        10 A         7 A   
449.999 eV    1.134E+01  2.044E+02      43 A        10 A         7 A   
499.999 eV    1.195E+01  2.153E+02      45 A        11 A         7 A   
549.999 eV    1.254E+01  2.255E+02      47 A        11 A         8 A   
599.999 eV    1.309E+01  2.352E+02      49 A        11 A         8 A   
649.999 eV    1.363E+01  2.443E+02      51 A        12 A         8 A   
699.999 eV    1.414E+01  2.530E+02      53 A        12 A         9 A   
799.999 eV    1.512E+01  2.693E+02      56 A        13 A         9 A   
899.999 eV    1.604E+01  2.842E+02      59 A        14 A        10 A   
999.999 eV    1.690E+01  2.980E+02      62 A        14 A        10 A   
   1.10 keV   1.773E+01  3.108E+02      65 A        15 A        10 A   
   1.20 keV   1.852E+01  3.228E+02      68 A        15 A        11 A   
   1.30 keV   1.927E+01  3.342E+02      70 A        16 A        11 A   
   1.40 keV   2.000E+01  3.449E+02      73 A        16 A        12 A   
   1.50 keV   2.070E+01  3.550E+02      75 A        17 A        12 A   
   1.60 keV   2.138E+01  3.646E+02      78 A        17 A        12 A   
   1.70 keV   2.204E+01  3.738E+02      80 A        18 A        13 A   
   1.80 keV   2.268E+01  3.826E+02      82 A        18 A        13 A   
   2.00 keV   2.391E+01  3.990E+02      87 A        19 A        14 A   
   2.25 keV   2.536E+01  4.178E+02      92 A        20 A        15 A   
   2.50 keV   2.673E+01  4.350E+02      97 A        21 A        15 A   
   2.75 keV   2.803E+01  4.507E+02     102 A        22 A        16 A   
   3.00 keV   2.928E+01  4.653E+02     107 A        23 A        17 A   
   3.25 keV   3.048E+01  4.789E+02     112 A        24 A        17 A   
   3.50 keV   3.163E+01  4.916E+02     116 A        24 A        18 A   
   3.75 keV   3.274E+01  5.035E+02     120 A        25 A        19 A   
   4.00 keV   3.381E+01  5.146E+02     125 A        26 A        19 A   
   4.50 keV   3.586E+01  5.352E+02     133 A        27 A        21 A   
   5.00 keV   3.780E+01  5.537E+02     141 A        29 A        22 A   
   5.50 keV   3.965E+01  5.705E+02     149 A        30 A        23 A   
   6.00 keV   4.141E+01  5.858E+02     156 A        31 A        24 A   
   6.50 keV   4.310E+01  5.999E+02     163 A        32 A        25 A   
   7.00 keV   4.473E+01  6.129E+02     171 A        34 A        26 A   
   8.00 keV   4.781E+01  6.362E+02     184 A        36 A        28 A   
   9.00 keV   5.071E+01  6.566E+02     198 A        38 A        30 A   
  10.00 keV   5.346E+01  6.745E+02     211 A        40 A        32 A   
  11.00 keV   5.607E+01  6.905E+02     223 A        42 A        33 A   
  12.00 keV   5.856E+01  7.049E+02     236 A        44 A        35 A   
  13.00 keV   6.095E+01  7.178E+02     248 A        46 A        37 A   
  14.00 keV   6.325E+01  7.295E+02     260 A        48 A        38 A   
  15.00 keV   6.547E+01  7.403E+02     272 A        49 A        40 A   
  16.00 keV   6.762E+01  7.501E+02     283 A        51 A        41 A   
  17.00 keV   6.970E+01  7.591E+02     295 A        53 A        43 A   
  18.00 keV   7.172E+01  7.673E+02     306 A        54 A        45 A   
  20.00 keV   7.560E+01  7.821E+02     328 A        58 A        47 A   
  22.50 keV   8.019E+01  7.977E+02     355 A        62 A        51 A   
  25.00 keV   8.452E+01  8.107E+02     382 A        65 A        54 A   
  27.50 keV   8.865E+01  8.217E+02     408 A        69 A        58 A   
  30.00 keV   9.259E+01  8.310E+02     433 A        73 A        61 A   
  32.50 keV   9.637E+01  8.390E+02     459 A        76 A        64 A   
  35.00 keV   1.000E+02  8.458E+02     484 A        80 A        68 A   
  37.50 keV   1.035E+02  8.515E+02     509 A        83 A        71 A   
  40.00 keV   1.069E+02  8.565E+02     534 A        87 A        74 A   
  45.00 keV   1.134E+02  8.642E+02     582 A        93 A        80 A   
  50.00 keV   1.195E+02  8.697E+02     631 A       100 A        86 A   
  55.00 keV   1.254E+02  8.734E+02     678 A       106 A        91 A   
  60.00 keV   1.309E+02  8.757E+02     726 A       113 A        97 A   
  65.00 keV   1.363E+02  8.770E+02     773 A       119 A       103 A   
  70.00 keV   1.414E+02  8.773E+02     820 A       125 A       108 A   
  80.00 keV   1.512E+02  8.758E+02     913 A       137 A       119 A   
  90.00 keV   1.604E+02  8.723E+02    1005 A       149 A       130 A   
 100.00 keV   1.690E+02  8.673E+02    1098 A       160 A       140 A   
 110.00 keV   1.773E+02  8.614E+02    1190 A       172 A       150 A   
 120.00 keV   1.852E+02  8.548E+02    1282 A       183 A       161 A   
 130.00 keV   1.927E+02  8.476E+02    1374 A       194 A       171 A   
 140.00 keV   2.000E+02  8.401E+02    1466 A       205 A       181 A   
 150.00 keV   2.070E+02  8.325E+02    1559 A       216 A       191 A   
 160.00 keV   2.138E+02  8.246E+02    1651 A       226 A       200 A   
 170.00 keV   2.204E+02  8.167E+02    1744 A       237 A       210 A   
 180.00 keV   2.268E+02  8.088E+02    1836 A       248 A       220 A   
 200.00 keV   2.573E+02  7.931E+02    2021 A       269 A       239 A   
 225.00 keV   2.897E+02  7.738E+02    2249 A       294 A       263 A   
 250.00 keV   3.070E+02  7.551E+02    2476 A       319 A       286 A   
 275.00 keV   3.171E+02  7.372E+02    2704 A       343 A       308 A   
 300.00 keV   3.241E+02  7.201E+02    2934 A       366 A       331 A   
 325.00 keV   3.300E+02  7.038E+02    3167 A       390 A       353 A   
 350.00 keV   3.359E+02  6.882E+02    3403 A       413 A       376 A   
 375.00 keV   3.423E+02  6.733E+02    3640 A       436 A       398 A   
 400.00 keV   3.494E+02  6.591E+02    3880 A       459 A       420 A   
 450.00 keV   3.659E+02  6.327E+02    4364 A       506 A       465 A   
 500.00 keV   3.851E+02  6.086E+02    4852 A       551 A       509 A   
 550.00 keV   4.061E+02  5.865E+02    5342 A       595 A       553 A   
 600.00 keV   4.283E+02  5.662E+02    5832 A       638 A       596 A   
 650.00 keV   4.509E+02  5.475E+02    6321 A       679 A       639 A   
 700.00 keV   4.735E+02  5.302E+02    6808 A       718 A       681 A   
 800.00 keV   5.172E+02  4.992E+02    7775 A       798 A       763 A   
 900.00 keV   5.577E+02  4.722E+02    8731 A       872 A       842 A   
   1.00 MeV   5.943E+02  4.484E+02    9676 A       941 A       918 A   
   1.10 MeV   6.271E+02  4.273E+02    1.06 um     1005 A       991 A   
   1.20 MeV   6.563E+02  4.084E+02    1.15 um     1066 A      1062 A   
   1.30 MeV   6.826E+02  3.913E+02    1.25 um     1123 A      1130 A   
   1.40 MeV   7.063E+02  3.759E+02    1.34 um     1178 A      1197 A   
   1.50 MeV   7.281E+02  3.618E+02    1.43 um     1230 A      1262 A   
   1.60 MeV   7.483E+02  3.489E+02    1.52 um     1280 A      1325 A   
   1.70 MeV   7.672E+02  3.370E+02    1.61 um     1328 A      1386 A   
   1.80 MeV   7.852E+02  3.261E+02    1.70 um     1374 A      1446 A   
   2.00 MeV   8.191E+02  3.064E+02    1.87 um     1471 A      1561 A   
   2.25 MeV   8.591E+02  2.855E+02    2.09 um     1588 A      1697 A   
   2.50 MeV   8.976E+02  2.675E+02    2.30 um     1695 A      1827 A   
   2.75 MeV   9.355E+02  2.520E+02    2.51 um     1793 A      1949 A   
   3.00 MeV   9.734E+02  2.384E+02    2.72 um     1883 A      2065 A   
   3.25 MeV   1.012E+03  2.264E+02    2.92 um     1966 A      2175 A   
   3.50 MeV   1.050E+03  2.157E+02    3.12 um     2043 A      2279 A   
   3.75 MeV   1.090E+03  2.061E+02    3.31 um     2114 A      2377 A   
   4.00 MeV   1.130E+03  1.975E+02    3.50 um     2181 A      2471 A   
   4.50 MeV   1.213E+03  1.824E+02    3.87 um     2328 A      2644 A   
   5.00 MeV   1.298E+03  1.697E+02    4.21 um     2454 A      2800 A   
   5.50 MeV   1.387E+03  1.589E+02    4.54 um     2564 A      2941 A   
   6.00 MeV   1.477E+03  1.495E+02    4.85 um     2659 A      3068 A   
   6.50 MeV   1.568E+03  1.412E+02    5.15 um     2743 A      3184 A   
   7.00 MeV   1.661E+03  1.340E+02    5.44 um     2817 A      3288 A   
   8.00 MeV   1.849E+03  1.217E+02    5.96 um     2989 A      3471 A   
   9.00 MeV   2.036E+03  1.117E+02    6.45 um     3125 A      3624 A   
  10.00 MeV   2.221E+03  1.034E+02    6.89 um     3236 A      3755 A   
  11.00 MeV   2.402E+03  9.629E+01    7.31 um     3328 A      3867 A   
  12.00 MeV   2.576E+03  9.023E+01    7.69 um     3406 A      3965 A   
  13.00 MeV   2.745E+03  8.495E+01    8.06 um     3473 A      4051 A   
  14.00 MeV   2.906E+03  8.031E+01    8.40 um     3532 A      4127 A   
  15.00 MeV   3.059E+03  7.621E+01    8.72 um     3584 A      4195 A   
  16.00 MeV   3.205E+03  7.254E+01    9.04 um     3630 A      4257 A   
  17.00 MeV   3.343E+03  6.924E+01    9.33 um     3672 A      4312 A   
  18.00 MeV   3.473E+03  6.625E+01    9.62 um     3710 A      4363 A   
  20.00 MeV   3.714E+03  6.105E+01   10.17 um     3816 A      4454 A   
  22.50 MeV   3.980E+03  5.569E+01   10.81 um     3948 A      4549 A   
  25.00 MeV   4.213E+03  5.127E+01   11.41 um     4061 A      4631 A   
  27.50 MeV   4.420E+03  4.755E+01   11.98 um     4159 A      4701 A   
  30.00 MeV   4.605E+03  4.438E+01   12.53 um     4247 A      4764 A   
  32.50 MeV   4.773E+03  4.163E+01   13.05 um     4326 A      4820 A   
  35.00 MeV   4.925E+03  3.923E+01   13.57 um     4398 A      4870 A   
  37.50 MeV   5.064E+03  3.712E+01   14.06 um     4464 A      4916 A   
  40.00 MeV   5.192E+03  3.524E+01   14.55 um     4526 A      4959 A   
  45.00 MeV   5.420E+03  3.203E+01   15.48 um     4733 A      5034 A   
  50.00 MeV   5.616E+03  2.940E+01   16.38 um     4915 A      5100 A   
  55.00 MeV   5.785E+03  2.720E+01   17.25 um     5080 A      5159 A   
  60.00 MeV   5.931E+03  2.533E+01   18.10 um     5230 A      5213 A   
  65.00 MeV   6.058E+03  2.372E+01   18.93 um     5370 A      5261 A   
  70.00 MeV   6.167E+03  2.231E+01   19.75 um     5500 A      5306 A   
  80.00 MeV   6.343E+03  1.997E+01   21.34 um     5957 A      5387 A   
  90.00 MeV   6.473E+03  1.811E+01   22.89 um     6362 A      5459 A   
 100.00 MeV   6.566E+03  1.659E+01   24.42 um     6729 A      5524 A   
 110.00 MeV   6.631E+03  1.531E+01   25.94 um     7069 A      5584 A   
 120.00 MeV   6.674E+03  1.423E+01   27.43 um     7388 A      5640 A   
 130.00 MeV   6.698E+03  1.331E+01   28.93 um     7690 A      5693 A   
 140.00 MeV   6.709E+03  1.250E+01   30.42 um     7980 A      5743 A   
 150.00 MeV   6.708E+03  1.179E+01   31.90 um     8258 A      5791 A   
 160.00 MeV   6.698E+03  1.116E+01   33.39 um     8528 A      5837 A   
 170.00 MeV   6.680E+03  1.060E+01   34.89 um     8791 A      5882 A   
 180.00 MeV   6.656E+03  1.010E+01   36.38 um     9047 A      5926 A   
 200.00 MeV   6.687E+03  9.233E+00   39.38 um     9997 A      6010 A   
 225.00 MeV   6.698E+03  8.349E+00   43.11 um     1.13 um     6109 A   
 250.00 MeV   6.591E+03  7.628E+00   46.86 um     1.25 um     6204 A   
 275.00 MeV   6.483E+03  7.028E+00   50.68 um     1.36 um     6298 A   
 300.00 MeV   6.375E+03  6.521E+00   54.57 um     1.47 um     6389 A   
 325.00 MeV   6.269E+03  6.086E+00   58.52 um     1.57 um     6480 A   
 350.00 MeV   6.165E+03  5.708E+00   62.54 um     1.67 um     6570 A   
 375.00 MeV   6.064E+03  5.378E+00   66.62 um     1.77 um     6661 A   
 400.00 MeV   5.965E+03  5.085E+00   70.78 um     1.87 um     6751 A   
 450.00 MeV   5.774E+03  4.591E+00   79.29 um     2.22 um     6934 A   
 500.00 MeV   5.593E+03  4.189E+00   88.08 um     2.55 um     7119 A   
 550.00 MeV   5.422E+03  3.855E+00   97.16 um     2.85 um     7309 A   
 600.00 MeV   5.259E+03  3.572E+00  106.52 um     3.15 um     7502 A   
 650.00 MeV   5.104E+03  3.331E+00  116.16 um     3.43 um     7701 A   
 700.00 MeV   4.957E+03  3.122E+00  126.10 um     3.71 um     7906 A   
 800.00 MeV   4.684E+03  2.776E+00  146.85 um     4.73 um     8333 A   
 900.00 MeV   4.437E+03  2.503E+00  168.78 um     5.66 um     8785 A   
   1.00 GeV   4.212E+03  2.281E+00  191.91 um     6.54 um     9265 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.8161E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
