 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 05, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Helium in Silicon.txt

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.50 MeV   2.648E+02  3.046E-01    5.26 um     2633 A      3345 A   
   1.60 MeV   2.579E+02  2.885E-01    5.65 um     2716 A      3444 A   
   1.70 MeV   2.512E+02  2.742E-01    6.04 um     2801 A      3544 A   
   1.80 MeV   2.450E+02  2.613E-01    6.44 um     2888 A      3647 A   
   2.00 MeV   2.333E+02  2.390E-01    7.27 um     3176 A      3858 A   
   2.25 MeV   2.204E+02  2.163E-01    8.37 um     3605 A      4135 A   
   2.50 MeV   2.089E+02  1.978E-01    9.53 um     4031 A      4426 A   
   2.75 MeV   1.988E+02  1.824E-01   10.75 um     4456 A      4732 A   
   3.00 MeV   1.897E+02  1.693E-01   12.04 um     4883 A      5053 A   
   3.25 MeV   1.815E+02  1.581E-01   13.38 um     5312 A      5388 A   
   3.50 MeV   1.741E+02  1.484E-01   14.78 um     5744 A      5737 A   
   3.75 MeV   1.674E+02  1.398E-01   16.24 um     6180 A      6101 A   
   4.00 MeV   1.613E+02  1.323E-01   17.76 um     6619 A      6478 A   
   4.50 MeV   1.505E+02  1.195E-01   20.96 um     8162 A      7272 A   
   5.00 MeV   1.414E+02  1.091E-01   24.38 um     9630 A      8118 A   
   5.50 MeV   1.334E+02  1.004E-01   28.02 um     1.11 um     9013 A   
   6.00 MeV   1.265E+02  9.313E-02   31.86 um     1.25 um     9955 A   
   6.50 MeV   1.203E+02  8.687E-02   35.90 um     1.39 um     1.09 um  
   7.00 MeV   1.149E+02  8.144E-02   40.15 um     1.53 um     1.20 um  
   8.00 MeV   1.056E+02  7.249E-02   49.21 um     2.02 um     1.42 um  
   9.00 MeV   9.758E+01  6.539E-02   59.05 um     2.48 um     1.65 um  
  10.00 MeV   9.017E+01  5.962E-02   69.69 um     2.93 um     1.90 um  
  11.00 MeV   8.432E+01  5.484E-02   81.14 um     3.38 um     2.17 um  
  12.00 MeV   7.926E+01  5.080E-02   93.36 um     3.83 um     2.46 um  
  13.00 MeV   7.485E+01  4.734E-02  106.32 um     4.28 um     2.76 um  
  14.00 MeV   7.096E+01  4.435E-02  120.02 um     4.74 um     3.08 um  
