 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 14, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Silicon.txt

 Ion = Hydrogen [1] , Mass = 2.014 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  22.50 keV   7.693E+01  1.169E+00    3210 A       931 A       948 A   
  25.00 keV   8.100E+01  1.089E+00    3487 A       961 A       992 A   
  27.50 keV   8.489E+01  1.021E+00    3755 A       988 A      1033 A   
  30.00 keV   8.855E+01  9.623E-01    4014 A      1012 A      1070 A   
  32.50 keV   9.199E+01  9.105E-01    4264 A      1034 A      1105 A   
  35.00 keV   9.520E+01  8.646E-01    4508 A      1054 A      1137 A   
  37.50 keV   9.818E+01  8.237E-01    4745 A      1072 A      1167 A   
  40.00 keV   1.009E+02  7.869E-01    4977 A      1089 A      1196 A   
  45.00 keV   1.058E+02  7.234E-01    5426 A      1120 A      1248 A   
  50.00 keV   1.099E+02  6.703E-01    5861 A      1147 A      1295 A   
  55.00 keV   1.133E+02  6.253E-01    6283 A      1171 A      1338 A   
  60.00 keV   1.161E+02  5.865E-01    6696 A      1193 A      1378 A   
  65.00 keV   1.183E+02  5.527E-01    7102 A      1213 A      1415 A   
  70.00 keV   1.202E+02  5.230E-01    7503 A      1232 A      1451 A   
  80.00 keV   1.228E+02  4.730E-01    8293 A      1268 A      1516 A   
  90.00 keV   1.242E+02  4.326E-01    9074 A      1300 A      1577 A   
 100.00 keV   1.249E+02  3.991E-01    9851 A      1330 A      1634 A   
 110.00 keV   1.249E+02  3.708E-01    1.06 um     1359 A      1688 A   
 120.00 keV   1.245E+02  3.466E-01    1.14 um     1385 A      1740 A   
