 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in Aluminum.txt

 Ion = Strontium [38] , Mass = 94.919 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.843E+00  2.549E+01       4 A         2 A         1 A   
6.49999 eV    1.918E+00  2.688E+01       4 A         2 A         1 A   
6.99999 eV    1.990E+00  2.824E+01       4 A         2 A         1 A   
7.99999 eV    2.128E+00  3.084E+01       5 A         2 A         1 A   
8.99999 eV    2.257E+00  3.332E+01       5 A         2 A         1 A   
9.99999 eV    2.379E+00  3.570E+01       5 A         2 A         1 A   
10.9999 eV    2.495E+00  3.799E+01       5 A         2 A         2 A   
11.9999 eV    2.606E+00  4.020E+01       5 A         2 A         2 A   
12.9999 eV    2.712E+00  4.234E+01       6 A         2 A         2 A   
13.9999 eV    2.815E+00  4.441E+01       6 A         2 A         2 A   
14.9999 eV    2.913E+00  4.642E+01       6 A         2 A         2 A   
15.9999 eV    3.009E+00  4.839E+01       6 A         2 A         2 A   
16.9999 eV    3.102E+00  5.030E+01       6 A         2 A         2 A   
17.9999 eV    3.191E+00  5.217E+01       6 A         2 A         2 A   
19.9999 eV    3.364E+00  5.578E+01       7 A         3 A         2 A   
22.4999 eV    3.568E+00  6.010E+01       7 A         3 A         2 A   
24.9999 eV    3.761E+00  6.422E+01       7 A         3 A         2 A   
27.4999 eV    3.945E+00  6.817E+01       7 A         3 A         2 A   
29.9999 eV    4.120E+00  7.197E+01       8 A         3 A         2 A   
32.4999 eV    4.288E+00  7.564E+01       8 A         3 A         2 A   
34.9999 eV    4.450E+00  7.919E+01       8 A         3 A         2 A   
37.4999 eV    4.606E+00  8.263E+01       8 A         3 A         3 A   
39.9999 eV    4.758E+00  8.597E+01       9 A         3 A         3 A   
44.9999 eV    5.046E+00  9.239E+01       9 A         4 A         3 A   
49.9999 eV    5.319E+00  9.850E+01       9 A         4 A         3 A   
54.9999 eV    5.579E+00  1.043E+02      10 A         4 A         3 A   
59.9999 eV    5.827E+00  1.099E+02      10 A         4 A         3 A   
64.9999 eV    6.065E+00  1.153E+02      10 A         4 A         3 A   
69.9999 eV    6.294E+00  1.205E+02      11 A         4 A         3 A   
79.9999 eV    6.728E+00  1.304E+02      11 A         5 A         3 A   
89.9999 eV    7.136E+00  1.398E+02      12 A         5 A         4 A   
99.9999 eV    7.522E+00  1.486E+02      12 A         5 A         4 A   
    110 eV    7.890E+00  1.571E+02      13 A         5 A         4 A   
    120 eV    8.240E+00  1.651E+02      13 A         5 A         4 A   
    130 eV    8.577E+00  1.729E+02      13 A         6 A         4 A   
139.999 eV    8.901E+00  1.803E+02      14 A         6 A         4 A   
149.999 eV    9.213E+00  1.875E+02      14 A         6 A         4 A   
159.999 eV    9.515E+00  1.945E+02      15 A         6 A         4 A   
169.999 eV    9.808E+00  2.012E+02      15 A         6 A         5 A   
179.999 eV    1.009E+01  2.077E+02      15 A         6 A         5 A   
199.999 eV    1.064E+01  2.202E+02      16 A         7 A         5 A   
224.999 eV    1.128E+01  2.349E+02      17 A         7 A         5 A   
249.999 eV    1.189E+01  2.488E+02      17 A         7 A         5 A   
274.999 eV    1.247E+01  2.619E+02      18 A         7 A         5 A   
299.999 eV    1.303E+01  2.744E+02      19 A         8 A         6 A   
324.999 eV    1.356E+01  2.863E+02      19 A         8 A         6 A   
349.999 eV    1.407E+01  2.977E+02      20 A         8 A         6 A   
374.999 eV    1.457E+01  3.087E+02      21 A         8 A         6 A   
399.999 eV    1.504E+01  3.192E+02      21 A         9 A         6 A   
449.999 eV    1.596E+01  3.392E+02      22 A         9 A         7 A   
499.999 eV    1.682E+01  3.580E+02      23 A        10 A         7 A   
549.999 eV    1.764E+01  3.756E+02      24 A        10 A         7 A   
599.999 eV    1.843E+01  3.922E+02      25 A        10 A         7 A   
649.999 eV    1.918E+01  4.081E+02      26 A        11 A         8 A   
699.999 eV    1.990E+01  4.231E+02      27 A        11 A         8 A   
799.999 eV    2.128E+01  4.514E+02      29 A        12 A         8 A   
899.999 eV    2.257E+01  4.774E+02      30 A        12 A         9 A   
999.999 eV    2.379E+01  5.016E+02      32 A        13 A         9 A   
   1.10 keV   2.495E+01  5.241E+02      33 A        13 A        10 A   
   1.20 keV   2.606E+01  5.454E+02      35 A        14 A        10 A   
   1.30 keV   2.712E+01  5.654E+02      36 A        14 A        10 A   
   1.40 keV   2.815E+01  5.844E+02      37 A        15 A        11 A   
   1.50 keV   2.913E+01  6.024E+02      38 A        15 A        11 A   
   1.60 keV   3.009E+01  6.196E+02      40 A        15 A        11 A   
   1.70 keV   3.102E+01  6.361E+02      41 A        16 A        12 A   
   1.80 keV   3.191E+01  6.518E+02      42 A        16 A        12 A   
   2.00 keV   3.364E+01  6.814E+02      44 A        17 A        12 A   
   2.25 keV   3.568E+01  7.153E+02      47 A        18 A        13 A   
   2.50 keV   3.761E+01  7.465E+02      50 A        19 A        14 A   
   2.75 keV   3.945E+01  7.753E+02      52 A        20 A        14 A   
   3.00 keV   4.120E+01  8.020E+02      54 A        20 A        15 A   
   3.25 keV   4.288E+01  8.270E+02      57 A        21 A        16 A   
   3.50 keV   4.450E+01  8.504E+02      59 A        22 A        16 A   
   3.75 keV   4.606E+01  8.724E+02      61 A        23 A        17 A   
   4.00 keV   4.758E+01  8.932E+02      63 A        23 A        17 A   
   4.50 keV   5.046E+01  9.316E+02      68 A        25 A        18 A   
   5.00 keV   5.319E+01  9.664E+02      72 A        26 A        19 A   
   5.50 keV   5.579E+01  9.982E+02      75 A        27 A        20 A   
   6.00 keV   5.827E+01  1.027E+03      79 A        28 A        21 A   
   6.50 keV   6.065E+01  1.054E+03      83 A        29 A        22 A   
   7.00 keV   6.294E+01  1.079E+03      86 A        30 A        23 A   
   8.00 keV   6.728E+01  1.125E+03      93 A        32 A        24 A   
   9.00 keV   7.136E+01  1.164E+03     100 A        34 A        26 A   
  10.00 keV   7.522E+01  1.200E+03     107 A        36 A        28 A   
  11.00 keV   7.890E+01  1.232E+03     113 A        38 A        29 A   
  12.00 keV   8.240E+01  1.260E+03     119 A        40 A        30 A   
  13.00 keV   8.577E+01  1.287E+03     125 A        41 A        32 A   
  14.00 keV   8.901E+01  1.311E+03     131 A        43 A        33 A   
  15.00 keV   9.213E+01  1.333E+03     137 A        45 A        34 A   
  16.00 keV   9.515E+01  1.353E+03     143 A        46 A        36 A   
  17.00 keV   9.808E+01  1.372E+03     149 A        48 A        37 A   
  18.00 keV   1.009E+02  1.389E+03     155 A        49 A        38 A   
  20.00 keV   1.064E+02  1.421E+03     166 A        52 A        41 A   
  22.50 keV   1.128E+02  1.455E+03     179 A        56 A        44 A   
  25.00 keV   1.189E+02  1.484E+03     193 A        59 A        47 A   
  27.50 keV   1.247E+02  1.509E+03     206 A        63 A        49 A   
  30.00 keV   1.303E+02  1.531E+03     218 A        66 A        52 A   
  32.50 keV   1.356E+02  1.550E+03     231 A        69 A        55 A   
  35.00 keV   1.407E+02  1.567E+03     244 A        72 A        57 A   
  37.50 keV   1.457E+02  1.582E+03     256 A        76 A        60 A   
  40.00 keV   1.504E+02  1.595E+03     268 A        79 A        62 A   
  45.00 keV   1.596E+02  1.617E+03     293 A        85 A        67 A   
  50.00 keV   1.682E+02  1.634E+03     317 A        91 A        72 A   
  55.00 keV   1.764E+02  1.648E+03     341 A        97 A        77 A   
  60.00 keV   1.843E+02  1.659E+03     364 A       102 A        82 A   
  65.00 keV   1.918E+02  1.667E+03     388 A       108 A        86 A   
  70.00 keV   1.990E+02  1.673E+03     411 A       113 A        91 A   
  80.00 keV   2.128E+02  1.681E+03     457 A       124 A        99 A   
  90.00 keV   2.257E+02  1.683E+03     503 A       135 A       108 A   
 100.00 keV   2.379E+02  1.683E+03     549 A       146 A       116 A   
 110.00 keV   2.495E+02  1.679E+03     595 A       156 A       125 A   
 120.00 keV   2.606E+02  1.674E+03     640 A       167 A       133 A   
 130.00 keV   2.712E+02  1.667E+03     686 A       177 A       141 A   
 140.00 keV   2.815E+02  1.658E+03     732 A       187 A       149 A   
 150.00 keV   2.913E+02  1.649E+03     777 A       197 A       157 A   
 160.00 keV   3.009E+02  1.640E+03     823 A       207 A       165 A   
 170.00 keV   3.102E+02  1.629E+03     869 A       217 A       173 A   
 180.00 keV   3.191E+02  1.619E+03     915 A       227 A       181 A   
 200.00 keV   3.663E+02  1.596E+03    1007 A       246 A       197 A   
 225.00 keV   4.357E+02  1.568E+03    1120 A       270 A       216 A   
 250.00 keV   4.804E+02  1.539E+03    1232 A       292 A       234 A   
 275.00 keV   5.105E+02  1.511E+03    1344 A       314 A       253 A   
 300.00 keV   5.323E+02  1.483E+03    1456 A       336 A       271 A   
 325.00 keV   5.498E+02  1.456E+03    1569 A       357 A       289 A   
 350.00 keV   5.650E+02  1.430E+03    1682 A       378 A       307 A   
 375.00 keV   5.794E+02  1.404E+03    1797 A       399 A       325 A   
 400.00 keV   5.936E+02  1.380E+03    1912 A       420 A       342 A   
 450.00 keV   6.227E+02  1.333E+03    2146 A       461 A       378 A   
 500.00 keV   6.532E+02  1.289E+03    2382 A       502 A       412 A   
 550.00 keV   6.848E+02  1.249E+03    2620 A       542 A       447 A   
 600.00 keV   7.169E+02  1.211E+03    2859 A       581 A       482 A   
 650.00 keV   7.489E+02  1.176E+03    3100 A       620 A       516 A   
 700.00 keV   7.804E+02  1.143E+03    3341 A       657 A       551 A   
 800.00 keV   8.411E+02  1.083E+03    3825 A       730 A       618 A   
 900.00 keV   8.978E+02  1.030E+03    4310 A       800 A       685 A   
   1.00 MeV   9.504E+02  9.833E+02    4796 A       867 A       751 A   
   1.10 MeV   9.994E+02  9.409E+02    5281 A       931 A       815 A   
   1.20 MeV   1.045E+03  9.027E+02    5766 A       993 A       879 A   
   1.30 MeV   1.088E+03  8.679E+02    6250 A      1052 A       941 A   
   1.40 MeV   1.129E+03  8.362E+02    6733 A      1108 A      1002 A   
   1.50 MeV   1.168E+03  8.070E+02    7214 A      1163 A      1062 A   
   1.60 MeV   1.206E+03  7.802E+02    7693 A      1216 A      1121 A   
   1.70 MeV   1.243E+03  7.554E+02    8171 A      1267 A      1178 A   
   1.80 MeV   1.279E+03  7.324E+02    8646 A      1316 A      1235 A   
   2.00 MeV   1.348E+03  6.909E+02    9589 A      1412 A      1345 A   
   2.25 MeV   1.433E+03  6.462E+02    1.08 um     1525 A      1477 A   
   2.50 MeV   1.517E+03  6.077E+02    1.19 um     1628 A      1602 A   
   2.75 MeV   1.601E+03  5.742E+02    1.30 um     1723 A      1721 A   
   3.00 MeV   1.685E+03  5.447E+02    1.41 um     1811 A      1834 A   
   3.25 MeV   1.770E+03  5.185E+02    1.52 um     1892 A      1942 A   
   3.50 MeV   1.855E+03  4.951E+02    1.62 um     1966 A      2043 A   
   3.75 MeV   1.941E+03  4.739E+02    1.72 um     2035 A      2140 A   
   4.00 MeV   2.027E+03  4.548E+02    1.82 um     2099 A      2232 A   
   4.50 MeV   2.200E+03  4.213E+02    2.01 um     2221 A      2401 A   
   5.00 MeV   2.373E+03  3.930E+02    2.19 um     2326 A      2554 A   
   5.50 MeV   2.544E+03  3.688E+02    2.37 um     2418 A      2692 A   
   6.00 MeV   2.712E+03  3.477E+02    2.53 um     2498 A      2817 A   
   6.50 MeV   2.877E+03  3.291E+02    2.69 um     2570 A      2932 A   
   7.00 MeV   3.038E+03  3.127E+02    2.84 um     2633 A      3036 A   
   8.00 MeV   3.345E+03  2.848E+02    3.12 um     2755 A      3221 A   
   9.00 MeV   3.631E+03  2.620E+02    3.38 um     2855 A      3379 A   
  10.00 MeV   3.896E+03  2.429E+02    3.63 um     2940 A      3516 A   
  11.00 MeV   4.140E+03  2.267E+02    3.86 um     3013 A      3638 A   
  12.00 MeV   4.366E+03  2.127E+02    4.08 um     3076 A      3746 A   
  13.00 MeV   4.574E+03  2.005E+02    4.29 um     3132 A      3843 A   
  14.00 MeV   4.766E+03  1.898E+02    4.49 um     3182 A      3932 A   
  15.00 MeV   4.944E+03  1.803E+02    4.69 um     3228 A      4013 A   
  16.00 MeV   5.110E+03  1.718E+02    4.88 um     3269 A      4087 A   
  17.00 MeV   5.264E+03  1.641E+02    5.07 um     3307 A      4157 A   
  18.00 MeV   5.408E+03  1.572E+02    5.25 um     3343 A      4221 A   
  20.00 MeV   5.671E+03  1.451E+02    5.60 um     3424 A      4338 A   
  22.50 MeV   5.961E+03  1.325E+02    6.01 um     3522 A      4467 A   
  25.00 MeV   6.219E+03  1.222E+02    6.42 um     3608 A      4580 A   
  27.50 MeV   6.452E+03  1.134E+02    6.80 um     3684 A      4681 A   
  30.00 MeV   6.666E+03  1.060E+02    7.17 um     3754 A      4773 A   
  32.50 MeV   6.865E+03  9.952E+01    7.54 um     3817 A      4856 A   
  35.00 MeV   7.053E+03  9.387E+01    7.89 um     3875 A      4933 A   
  37.50 MeV   7.230E+03  8.888E+01    8.23 um     3928 A      5004 A   
  40.00 MeV   7.400E+03  8.443E+01    8.57 um     3979 A      5070 A   
  45.00 MeV   7.719E+03  7.685E+01    9.22 um     4121 A      5190 A   
  50.00 MeV   8.016E+03  7.061E+01    9.85 um     4248 A      5296 A   
  55.00 MeV   8.296E+03  6.539E+01   10.46 um     4361 A      5392 A   
  60.00 MeV   8.561E+03  6.093E+01   11.05 um     4464 A      5478 A   
  65.00 MeV   8.811E+03  5.709E+01   11.62 um     4558 A      5558 A   
  70.00 MeV   9.048E+03  5.374E+01   12.17 um     4645 A      5631 A   
  80.00 MeV   9.487E+03  4.817E+01   13.24 um     4919 A      5762 A   
  90.00 MeV   9.881E+03  4.372E+01   14.27 um     5157 A      5877 A   
 100.00 MeV   1.023E+04  4.007E+01   15.26 um     5366 A      5979 A   
 110.00 MeV   1.055E+04  3.702E+01   16.22 um     5555 A      6071 A   
 120.00 MeV   1.083E+04  3.444E+01   17.15 um     5727 A      6155 A   
 130.00 MeV   1.108E+04  3.221E+01   18.06 um     5886 A      6233 A   
 140.00 MeV   1.130E+04  3.027E+01   18.95 um     6034 A      6305 A   
 150.00 MeV   1.150E+04  2.857E+01   19.82 um     6173 A      6373 A   
 160.00 MeV   1.167E+04  2.706E+01   20.68 um     6304 A      6436 A   
 170.00 MeV   1.182E+04  2.571E+01   21.53 um     6429 A      6496 A   
 180.00 MeV   1.195E+04  2.450E+01   22.37 um     6548 A      6553 A   
 200.00 MeV   1.217E+04  2.241E+01   24.03 um     6972 A      6660 A   
 225.00 MeV   1.223E+04  2.028E+01   26.07 um     7568 A      6783 A   
 250.00 MeV   1.226E+04  1.854E+01   28.11 um     8116 A      6898 A   
 275.00 MeV   1.227E+04  1.709E+01   30.14 um     8627 A      7006 A   
 300.00 MeV   1.223E+04  1.587E+01   32.18 um     9110 A      7109 A   
 325.00 MeV   1.216E+04  1.482E+01   34.23 um     9573 A      7209 A   
 350.00 MeV   1.207E+04  1.390E+01   36.29 um     1.00 um     7305 A   
 375.00 MeV   1.196E+04  1.310E+01   38.37 um     1.05 um     7399 A   
 400.00 MeV   1.184E+04  1.239E+01   40.46 um     1.09 um     7491 A   
 450.00 MeV   1.157E+04  1.119E+01   44.73 um     1.25 um     7672 A   
 500.00 MeV   1.129E+04  1.022E+01   49.10 um     1.39 um     7850 A   
 550.00 MeV   1.099E+04  9.409E+00   53.59 um     1.53 um     8027 A   
 600.00 MeV   1.070E+04  8.724E+00   58.19 um     1.67 um     8204 A   
 650.00 MeV   1.041E+04  8.137E+00   62.93 um     1.80 um     8384 A   
 700.00 MeV   1.013E+04  7.628E+00   67.79 um     1.93 um     8565 A   
 800.00 MeV   9.614E+03  6.788E+00   77.92 um     2.40 um     8937 A   
 900.00 MeV   9.141E+03  6.123E+00   88.58 um     2.84 um     9324 A   
   1.00 GeV   8.714E+03  5.583E+00   99.78 um     3.25 um     9728 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.7011E-03                keV / (ug/cm2) 
  3.7011E-03                MeV / (mg/cm2) 
  3.7011E+00                keV / (mg/cm2) 
  1.6582E-01                 eV / (1E15 atoms/cm2)
  2.0902E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
