 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Strontium in  H- C.txt

 Ion = Strontium [38] , Mass = 94.919 amu

 Target Density =  1.0630E+00 g/cm3 = 1.1974E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  50.00 MeV   6.009E+03  3.111E+01   15.52 um     4680 A      4890 A   
  55.00 MeV   6.188E+03  2.878E+01   16.34 um     4831 A      4944 A   
  60.00 MeV   6.342E+03  2.681E+01   17.13 um     4970 A      4993 A   
  65.00 MeV   6.474E+03  2.510E+01   17.91 um     5098 A      5038 A   
  70.00 MeV   6.586E+03  2.361E+01   18.67 um     5219 A      5079 A   
  80.00 MeV   6.765E+03  2.115E+01   20.17 um     5642 A      5153 A   
  90.00 MeV   6.893E+03  1.918E+01   21.62 um     6019 A      5219 A   
 100.00 MeV   6.982E+03  1.756E+01   23.06 um     6362 A      5278 A   
 110.00 MeV   7.042E+03  1.622E+01   24.48 um     6680 A      5334 A   
 120.00 MeV   7.077E+03  1.508E+01   25.90 um     6980 A      5385 A   
 130.00 MeV   7.095E+03  1.409E+01   27.31 um     7265 A      5434 A   
 140.00 MeV   7.097E+03  1.324E+01   28.71 um     7538 A      5480 A   
 150.00 MeV   7.088E+03  1.249E+01   30.12 um     7802 A      5525 A   
 160.00 MeV   7.070E+03  1.183E+01   31.53 um     8058 A      5568 A   
 170.00 MeV   7.045E+03  1.123E+01   32.94 um     8308 A      5609 A   
 180.00 MeV   7.014E+03  1.070E+01   34.36 um     8552 A      5650 A   
 200.00 MeV   7.021E+03  9.784E+00   37.21 um     9459 A      5728 A   
 225.00 MeV   7.030E+03  8.848E+00   40.76 um     1.07 um     5821 A   
 250.00 MeV   6.914E+03  8.084E+00   44.34 um     1.19 um     5911 A   
 275.00 MeV   6.793E+03  7.449E+00   47.99 um     1.29 um     5998 A   
 300.00 MeV   6.675E+03  6.912E+00   51.70 um     1.40 um     6085 A   
 325.00 MeV   6.559E+03  6.452E+00   55.47 um     1.50 um     6170 A   
 350.00 MeV   6.448E+03  6.052E+00   59.31 um     1.59 um     6256 A   
 375.00 MeV   6.339E+03  5.701E+00   63.22 um     1.69 um     6342 A   
 400.00 MeV   6.234E+03  5.392E+00   67.19 um     1.78 um     6428 A   
 450.00 MeV   6.034E+03  4.868E+00   75.34 um     2.12 um     6601 A   
 500.00 MeV   5.846E+03  4.442E+00   83.75 um     2.43 um     6778 A   
 550.00 MeV   5.668E+03  4.088E+00   92.44 um     2.72 um     6958 A   
 600.00 MeV   5.500E+03  3.789E+00  101.39 um     3.00 um     7143 A   
 650.00 MeV   5.342E+03  3.533E+00  110.61 um     3.28 um     7333 A   
 700.00 MeV   5.191E+03  3.311E+00  120.10 um     3.54 um     7528 A   
 800.00 MeV   4.912E+03  2.945E+00  139.89 um     4.52 um     7935 A   
 900.00 MeV   4.659E+03  2.655E+00  160.79 um     5.40 um     8367 A   
   1.00 GeV   4.429E+03  2.420E+00  182.80 um     6.23 um     8823 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  9.4077E-03                keV / (ug/cm2) 
  9.4077E-03                MeV / (mg/cm2) 
  9.4077E+00                keV / (mg/cm2) 
  8.3513E-02                 eV / (1E15 atoms/cm2)
  3.7419E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
