 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Rubidium in Aluminum.txt

 Ion = Rubidium [37] , Mass = 93.926 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.99999 eV    1.792E+00  2.549E+01       4 A         2 A         1 A   
6.49999 eV    1.865E+00  2.688E+01       4 A         2 A         1 A   
6.99999 eV    1.936E+00  2.823E+01       4 A         2 A         1 A   
7.99999 eV    2.069E+00  3.083E+01       5 A         2 A         1 A   
8.99999 eV    2.195E+00  3.331E+01       5 A         2 A         1 A   
9.99999 eV    2.314E+00  3.568E+01       5 A         2 A         1 A   
10.9999 eV    2.427E+00  3.796E+01       5 A         2 A         2 A   
11.9999 eV    2.534E+00  4.017E+01       5 A         2 A         2 A   
12.9999 eV    2.638E+00  4.230E+01       6 A         2 A         2 A   
13.9999 eV    2.738E+00  4.437E+01       6 A         2 A         2 A   
14.9999 eV    2.834E+00  4.638E+01       6 A         2 A         2 A   
15.9999 eV    2.927E+00  4.834E+01       6 A         2 A         2 A   
16.9999 eV    3.017E+00  5.024E+01       6 A         2 A         2 A   
17.9999 eV    3.104E+00  5.211E+01       6 A         3 A         2 A   
19.9999 eV    3.272E+00  5.571E+01       7 A         3 A         2 A   
22.4999 eV    3.470E+00  6.001E+01       7 A         3 A         2 A   
24.9999 eV    3.658E+00  6.412E+01       7 A         3 A         2 A   
27.4999 eV    3.837E+00  6.806E+01       7 A         3 A         2 A   
29.9999 eV    4.007E+00  7.184E+01       8 A         3 A         2 A   
32.4999 eV    4.171E+00  7.550E+01       8 A         3 A         2 A   
34.9999 eV    4.328E+00  7.903E+01       8 A         3 A         3 A   
37.4999 eV    4.480E+00  8.246E+01       8 A         3 A         3 A   
39.9999 eV    4.627E+00  8.579E+01       9 A         3 A         3 A   
44.9999 eV    4.908E+00  9.218E+01       9 A         4 A         3 A   
49.9999 eV    5.173E+00  9.826E+01       9 A         4 A         3 A   
54.9999 eV    5.426E+00  1.041E+02      10 A         4 A         3 A   
59.9999 eV    5.667E+00  1.096E+02      10 A         4 A         3 A   
64.9999 eV    5.899E+00  1.150E+02      10 A         4 A         3 A   
69.9999 eV    6.121E+00  1.202E+02      11 A         4 A         3 A   
79.9999 eV    6.544E+00  1.301E+02      11 A         5 A         3 A   
89.9999 eV    6.941E+00  1.393E+02      12 A         5 A         4 A   
99.9999 eV    7.316E+00  1.481E+02      12 A         5 A         4 A   
    110 eV    7.674E+00  1.565E+02      13 A         5 A         4 A   
    120 eV    8.015E+00  1.645E+02      13 A         5 A         4 A   
    130 eV    8.342E+00  1.722E+02      13 A         6 A         4 A   
139.999 eV    8.657E+00  1.796E+02      14 A         6 A         4 A   
149.999 eV    8.961E+00  1.868E+02      14 A         6 A         4 A   
159.999 eV    9.255E+00  1.937E+02      15 A         6 A         4 A   
169.999 eV    9.539E+00  2.003E+02      15 A         6 A         5 A   
179.999 eV    9.816E+00  2.068E+02      15 A         6 A         5 A   
199.999 eV    1.035E+01  2.192E+02      16 A         7 A         5 A   
224.999 eV    1.097E+01  2.338E+02      17 A         7 A         5 A   
249.999 eV    1.157E+01  2.476E+02      17 A         7 A         5 A   
274.999 eV    1.213E+01  2.606E+02      18 A         8 A         6 A   
299.999 eV    1.267E+01  2.730E+02      19 A         8 A         6 A   
324.999 eV    1.319E+01  2.848E+02      19 A         8 A         6 A   
349.999 eV    1.369E+01  2.961E+02      20 A         8 A         6 A   
374.999 eV    1.417E+01  3.070E+02      21 A         9 A         6 A   
399.999 eV    1.463E+01  3.174E+02      21 A         9 A         6 A   
449.999 eV    1.552E+01  3.372E+02      22 A         9 A         7 A   
499.999 eV    1.636E+01  3.557E+02      23 A        10 A         7 A   
549.999 eV    1.716E+01  3.732E+02      24 A        10 A         7 A   
599.999 eV    1.792E+01  3.897E+02      25 A        10 A         8 A   
649.999 eV    1.865E+01  4.053E+02      26 A        11 A         8 A   
699.999 eV    1.936E+01  4.202E+02      27 A        11 A         8 A   
799.999 eV    2.069E+01  4.481E+02      29 A        12 A         8 A   
899.999 eV    2.195E+01  4.738E+02      30 A        12 A         9 A   
999.999 eV    2.314E+01  4.977E+02      32 A        13 A         9 A   
   1.10 keV   2.427E+01  5.200E+02      33 A        13 A        10 A   
   1.20 keV   2.534E+01  5.409E+02      35 A        14 A        10 A   
   1.30 keV   2.638E+01  5.607E+02      36 A        14 A        10 A   
   1.40 keV   2.738E+01  5.794E+02      37 A        15 A        11 A   
   1.50 keV   2.834E+01  5.971E+02      39 A        15 A        11 A   
   1.60 keV   2.927E+01  6.141E+02      40 A        16 A        11 A   
   1.70 keV   3.017E+01  6.302E+02      41 A        16 A        12 A   
   1.80 keV   3.104E+01  6.457E+02      42 A        16 A        12 A   
   2.00 keV   3.272E+01  6.748E+02      44 A        17 A        13 A   
   2.25 keV   3.470E+01  7.082E+02      47 A        18 A        13 A   
   2.50 keV   3.658E+01  7.388E+02      50 A        19 A        14 A   
   2.75 keV   3.837E+01  7.671E+02      52 A        20 A        15 A   
   3.00 keV   4.007E+01  7.933E+02      55 A        21 A        15 A   
   3.25 keV   4.171E+01  8.178E+02      57 A        21 A        16 A   
   3.50 keV   4.328E+01  8.408E+02      59 A        22 A        16 A   
   3.75 keV   4.480E+01  8.624E+02      62 A        23 A        17 A   
   4.00 keV   4.627E+01  8.828E+02      64 A        23 A        17 A   
   4.50 keV   4.908E+01  9.204E+02      68 A        25 A        18 A   
   5.00 keV   5.173E+01  9.544E+02      72 A        26 A        19 A   
   5.50 keV   5.426E+01  9.855E+02      76 A        27 A        20 A   
   6.00 keV   5.667E+01  1.014E+03      80 A        28 A        21 A   
   6.50 keV   5.899E+01  1.040E+03      84 A        29 A        22 A   
   7.00 keV   6.121E+01  1.065E+03      87 A        31 A        23 A   
   8.00 keV   6.544E+01  1.109E+03      94 A        33 A        25 A   
   9.00 keV   6.941E+01  1.148E+03     101 A        35 A        26 A   
  10.00 keV   7.316E+01  1.182E+03     108 A        37 A        28 A   
  11.00 keV   7.674E+01  1.213E+03     114 A        38 A        29 A   
  12.00 keV   8.015E+01  1.241E+03     121 A        40 A        31 A   
  13.00 keV   8.342E+01  1.266E+03     127 A        42 A        32 A   
  14.00 keV   8.657E+01  1.290E+03     133 A        44 A        34 A   
  15.00 keV   8.961E+01  1.311E+03     139 A        45 A        35 A   
  16.00 keV   9.255E+01  1.331E+03     145 A        47 A        36 A   
  17.00 keV   9.539E+01  1.349E+03     151 A        48 A        38 A   
  18.00 keV   9.816E+01  1.366E+03     156 A        50 A        39 A   
  20.00 keV   1.035E+02  1.396E+03     168 A        53 A        41 A   
  22.50 keV   1.097E+02  1.429E+03     181 A        57 A        44 A   
  25.00 keV   1.157E+02  1.457E+03     195 A        60 A        47 A   
  27.50 keV   1.213E+02  1.481E+03     208 A        64 A        50 A   
  30.00 keV   1.267E+02  1.502E+03     221 A        67 A        53 A   
  32.50 keV   1.319E+02  1.520E+03     234 A        70 A        56 A   
  35.00 keV   1.369E+02  1.536E+03     247 A        74 A        58 A   
  37.50 keV   1.417E+02  1.550E+03     260 A        77 A        61 A   
  40.00 keV   1.463E+02  1.562E+03     272 A        80 A        63 A   
  45.00 keV   1.552E+02  1.583E+03     297 A        86 A        68 A   
  50.00 keV   1.636E+02  1.599E+03     322 A        92 A        73 A   
  55.00 keV   1.716E+02  1.611E+03     346 A        98 A        78 A   
  60.00 keV   1.792E+02  1.621E+03     370 A       104 A        83 A   
  65.00 keV   1.865E+02  1.628E+03     394 A       110 A        88 A   
  70.00 keV   1.936E+02  1.633E+03     418 A       116 A        92 A   
  80.00 keV   2.069E+02  1.639E+03     466 A       127 A       101 A   
  90.00 keV   2.195E+02  1.641E+03     513 A       138 A       110 A   
 100.00 keV   2.314E+02  1.639E+03     560 A       149 A       119 A   
 110.00 keV   2.427E+02  1.635E+03     607 A       160 A       127 A   
 120.00 keV   2.534E+02  1.628E+03     654 A       170 A       136 A   
 130.00 keV   2.638E+02  1.621E+03     701 A       181 A       144 A   
 140.00 keV   2.738E+02  1.612E+03     748 A       191 A       153 A   
 150.00 keV   2.834E+02  1.602E+03     795 A       202 A       161 A   
 160.00 keV   2.927E+02  1.592E+03     842 A       212 A       169 A   
 170.00 keV   3.017E+02  1.581E+03     889 A       222 A       177 A   
 180.00 keV   3.104E+02  1.570E+03     936 A       233 A       185 A   
 200.00 keV   3.674E+02  1.548E+03    1031 A       253 A       201 A   
 225.00 keV   4.405E+02  1.519E+03    1146 A       276 A       221 A   
 250.00 keV   4.864E+02  1.490E+03    1261 A       299 A       240 A   
 275.00 keV   5.161E+02  1.461E+03    1375 A       322 A       259 A   
 300.00 keV   5.367E+02  1.433E+03    1490 A       344 A       278 A   
 325.00 keV   5.524E+02  1.406E+03    1605 A       365 A       296 A   
 350.00 keV   5.657E+02  1.380E+03    1722 A       387 A       314 A   
 375.00 keV   5.780E+02  1.355E+03    1839 A       408 A       333 A   
 400.00 keV   5.903E+02  1.330E+03    1958 A       430 A       351 A   
 450.00 keV   6.160E+02  1.284E+03    2198 A       472 A       387 A   
 500.00 keV   6.438E+02  1.241E+03    2441 A       514 A       423 A   
 550.00 keV   6.733E+02  1.201E+03    2687 A       555 A       458 A   
 600.00 keV   7.039E+02  1.164E+03    2934 A       595 A       494 A   
 650.00 keV   7.349E+02  1.130E+03    3182 A       635 A       529 A   
 700.00 keV   7.658E+02  1.098E+03    3431 A       673 A       565 A   
 800.00 keV   8.261E+02  1.039E+03    3931 A       749 A       634 A   
 900.00 keV   8.831E+02  9.877E+02    4432 A       820 A       703 A   
   1.00 MeV   9.364E+02  9.418E+02    4932 A       889 A       771 A   
   1.10 MeV   9.861E+02  9.007E+02    5432 A       954 A       837 A   
   1.20 MeV   1.033E+03  8.636E+02    5930 A      1017 A       902 A   
   1.30 MeV   1.076E+03  8.300E+02    6427 A      1077 A       966 A   
   1.40 MeV   1.117E+03  7.993E+02    6922 A      1135 A      1029 A   
   1.50 MeV   1.157E+03  7.711E+02    7416 A      1190 A      1090 A   
   1.60 MeV   1.194E+03  7.452E+02    7907 A      1244 A      1150 A   
   1.70 MeV   1.230E+03  7.213E+02    8396 A      1295 A      1209 A   
   1.80 MeV   1.265E+03  6.991E+02    8883 A      1345 A      1267 A   
   2.00 MeV   1.333E+03  6.591E+02    9849 A      1442 A      1380 A   
   2.25 MeV   1.414E+03  6.161E+02    1.10 um     1556 A      1514 A   
   2.50 MeV   1.493E+03  5.791E+02    1.22 um     1661 A      1642 A   
   2.75 MeV   1.571E+03  5.469E+02    1.34 um     1758 A      1763 A   
   3.00 MeV   1.648E+03  5.186E+02    1.45 um     1847 A      1879 A   
   3.25 MeV   1.726E+03  4.935E+02    1.56 um     1929 A      1988 A   
   3.50 MeV   1.803E+03  4.711E+02    1.67 um     2005 A      2093 A   
   3.75 MeV   1.881E+03  4.508E+02    1.77 um     2076 A      2192 A   
   4.00 MeV   1.959E+03  4.325E+02    1.87 um     2142 A      2286 A   
   4.50 MeV   2.116E+03  4.005E+02    2.07 um     2268 A      2461 A   
   5.00 MeV   2.272E+03  3.735E+02    2.26 um     2378 A      2619 A   
   5.50 MeV   2.427E+03  3.503E+02    2.44 um     2474 A      2763 A   
   6.00 MeV   2.580E+03  3.301E+02    2.61 um     2559 A      2894 A   
   6.50 MeV   2.730E+03  3.125E+02    2.78 um     2634 A      3014 A   
   7.00 MeV   2.877E+03  2.968E+02    2.94 um     2701 A      3124 A   
   8.00 MeV   3.158E+03  2.702E+02    3.23 um     2831 A      3319 A   
   9.00 MeV   3.421E+03  2.485E+02    3.51 um     2939 A      3486 A   
  10.00 MeV   3.665E+03  2.303E+02    3.77 um     3029 A      3633 A   
  11.00 MeV   3.891E+03  2.149E+02    4.02 um     3108 A      3762 A   
  12.00 MeV   4.099E+03  2.016E+02    4.26 um     3176 A      3878 A   
  13.00 MeV   4.292E+03  1.900E+02    4.48 um     3237 A      3982 A   
  14.00 MeV   4.470E+03  1.798E+02    4.70 um     3291 A      4077 A   
  15.00 MeV   4.635E+03  1.708E+02    4.91 um     3340 A      4164 A   
  16.00 MeV   4.789E+03  1.627E+02    5.11 um     3385 A      4244 A   
  17.00 MeV   4.932E+03  1.554E+02    5.31 um     3426 A      4319 A   
  18.00 MeV   5.066E+03  1.488E+02    5.50 um     3465 A      4389 A   
  20.00 MeV   5.309E+03  1.373E+02    5.87 um     3553 A      4515 A   
  22.50 MeV   5.578E+03  1.254E+02    6.32 um     3660 A      4654 A   
  25.00 MeV   5.816E+03  1.156E+02    6.75 um     3754 A      4777 A   
  27.50 MeV   6.032E+03  1.073E+02    7.16 um     3837 A      4886 A   
  30.00 MeV   6.231E+03  1.003E+02    7.56 um     3913 A      4986 A   
  32.50 MeV   6.415E+03  9.413E+01    7.95 um     3982 A      5076 A   
  35.00 MeV   6.590E+03  8.877E+01    8.33 um     4045 A      5160 A   
  37.50 MeV   6.755E+03  8.404E+01    8.69 um     4104 A      5237 A   
  40.00 MeV   6.914E+03  7.983E+01    9.05 um     4159 A      5309 A   
  45.00 MeV   7.214E+03  7.264E+01    9.75 um     4315 A      5440 A   
  50.00 MeV   7.495E+03  6.674E+01   10.42 um     4453 A      5555 A   
  55.00 MeV   7.761E+03  6.179E+01   11.07 um     4576 A      5660 A   
  60.00 MeV   8.014E+03  5.758E+01   11.70 um     4688 A      5754 A   
  65.00 MeV   8.255E+03  5.394E+01   12.31 um     4791 A      5841 A   
  70.00 MeV   8.485E+03  5.077E+01   12.90 um     4885 A      5920 A   
  80.00 MeV   8.911E+03  4.550E+01   14.04 um     5180 A      6063 A   
  90.00 MeV   9.298E+03  4.129E+01   15.14 um     5435 A      6187 A   
 100.00 MeV   9.646E+03  3.784E+01   16.19 um     5660 A      6298 A   
 110.00 MeV   9.960E+03  3.496E+01   17.20 um     5861 A      6398 A   
 120.00 MeV   1.024E+04  3.251E+01   18.19 um     6044 A      6489 A   
 130.00 MeV   1.049E+04  3.041E+01   19.15 um     6212 A      6572 A   
 140.00 MeV   1.071E+04  2.858E+01   20.09 um     6368 A      6650 A   
 150.00 MeV   1.091E+04  2.697E+01   21.01 um     6514 A      6722 A   
 160.00 MeV   1.109E+04  2.554E+01   21.92 um     6652 A      6790 A   
 170.00 MeV   1.124E+04  2.427E+01   22.81 um     6784 A      6854 A   
 180.00 MeV   1.137E+04  2.312E+01   23.69 um     6909 A      6915 A   
 200.00 MeV   1.160E+04  2.115E+01   25.43 um     7352 A      7029 A   
 225.00 MeV   1.165E+04  1.914E+01   27.57 um     7975 A      7160 A   
 250.00 MeV   1.172E+04  1.749E+01   29.71 um     8546 A      7281 A   
 275.00 MeV   1.173E+04  1.613E+01   31.84 um     9078 A      7396 A   
 300.00 MeV   1.170E+04  1.497E+01   33.97 um     9580 A      7504 A   
 325.00 MeV   1.164E+04  1.398E+01   36.11 um     1.01 um     7609 A   
 350.00 MeV   1.156E+04  1.311E+01   38.26 um     1.05 um     7710 A   
 375.00 MeV   1.146E+04  1.236E+01   40.43 um     1.10 um     7808 A   
 400.00 MeV   1.134E+04  1.169E+01   42.62 um     1.14 um     7905 A   
 450.00 MeV   1.108E+04  1.056E+01   47.08 um     1.31 um     8094 A   
 500.00 MeV   1.080E+04  9.636E+00   51.64 um     1.46 um     8280 A   
 550.00 MeV   1.052E+04  8.871E+00   56.33 um     1.60 um     8465 A   
 600.00 MeV   1.023E+04  8.225E+00   61.15 um     1.74 um     8651 A   
 650.00 MeV   9.951E+03  7.671E+00   66.10 um     1.88 um     8838 A   
 700.00 MeV   9.680E+03  7.191E+00   71.19 um     2.02 um     9027 A   
 800.00 MeV   9.170E+03  6.399E+00   81.80 um     2.52 um     9416 A   
 900.00 MeV   8.707E+03  5.772E+00   92.98 um     2.97 um     9821 A   
   1.00 GeV   8.290E+03  5.262E+00  104.75 um     3.41 um     1.02 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.7011E-03                keV / (ug/cm2) 
  3.7011E-03                MeV / (mg/cm2) 
  3.7011E+00                keV / (mg/cm2) 
  1.6582E-01                 eV / (1E15 atoms/cm2)
  2.1390E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
